Event	Block	Trial	StimNum	SlideNum	WordStr	Time	Sentence_type	Condition	Viol_on_slide
GrandStart	0	0	0	0	 	1570038390.7091	
BlockStart	1	0	0	0	 	1570038410.318	
FIX_ON	1	1	0	-	+	1570038410.3229	embedding_mental	SSS	-7	
WORD_ON	1	1	0	1	il bambino	1570038410.9396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	1	 	1570038411.1896	embedding_mental	SSS	-7	
WORD_ON	1	1	0	2	ricorda	1570038411.4396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	2	 	1570038411.6896	embedding_mental	SSS	-7	
WORD_ON	1	1	0	3	che	1570038411.9396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	3	 	1570038412.1896	embedding_mental	SSS	-7	
WORD_ON	1	1	0	4	l' amica	1570038412.4396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	4	 	1570038412.6896	embedding_mental	SSS	-7	
WORD_ON	1	1	0	5	vicino	1570038412.9396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	5	 	1570038413.1896	embedding_mental	SSS	-7	
WORD_ON	1	1	0	6	alla ragazza	1570038413.4396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	6	 	1570038413.6896	embedding_mental	SSS	-7	
WORD_ON	1	1	0	7	attrarre	1570038413.9396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	7	 	1570038414.1896	embedding_mental	SSS	-7	
WORD_ON	1	1	0	8	le figlie	1570038414.4396	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	8	 	1570038414.6896	embedding_mental	SSS	-7	
FIX2PANEL_ON	1	1	-	-	+	1570038414.9396	embedding_mental	SSS	-7	
PanelOn	1	1	-	-	 	1570038415.423	embedding_mental	SSS	-7	
PanelResp	1	1	-	-	VIOLATION	0.32903	embedding_mental	SSS	-7	
FeedbackOn	1	1	-	-	 	1570038415.7563	embedding_mental	SSS	-7	
FeedbackOff	1	1	-	-	 	1570038416.7896	embedding_mental	SSS	-7	
END_TRIAL	1	1	-	-	CORRECT_INC	0	embedding_mental	SSS	-7	
FIX_ON	1	2	0	-	+	1570038416.8063	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	1	la ragazza	1570038417.423	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	1	 	1570038417.673	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	2	che	1570038417.923	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	2	 	1570038418.173	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	3	le sorelle	1570038418.423	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	3	 	1570038418.673	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	4	davanti	1570038418.923	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	4	 	1570038419.173	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	5	alle bambine	1570038419.423	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	5	 	1570038419.673	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	6	contadina	1570038419.923	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	6	 	1570038420.173	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	7	ricorda	1570038420.423	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	7	 	1570038420.673	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	8	i figli	1570038420.923	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	8	 	1570038421.173	objrel_nounpp	SPP	-7	
FIX2PANEL_ON	1	2	-	-	+	1570038421.423	objrel_nounpp	SPP	-7	
PanelOn	1	2	-	-	 	1570038421.923	objrel_nounpp	SPP	-7	
PanelResp	1	2	-	-		0	objrel_nounpp	SPP	-7	
FeedbackOn	1	2	-	-	 	1570038424.9397	objrel_nounpp	SPP	-7	
