Event	Block	Trial	StimNum	SlideNum	WordStr	Time	Sentence_type	Condition	Viol_on_slide
GrandStart	0	0	0	0	 	1570086899.2729	
BlockStart	1	0	0	0	 	1570086926.005	
FIX_ON	1	1	0	-	+	1570086926.0069	embedding_mental	SSS	-7	
WORD_ON	1	1	0	1	il bambino	1570086926.6106	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	1	 	1570086926.8513	embedding_mental	SSS	-7	
WORD_ON	1	1	0	2	ricorda	1570086927.093	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	2	 	1570086927.3336	embedding_mental	SSS	-7	
WORD_ON	1	1	0	3	che	1570086927.5751	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	3	 	1570086927.8156	embedding_mental	SSS	-7	
WORD_ON	1	1	0	4	l' amica	1570086928.0586	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	4	 	1570086928.2991	embedding_mental	SSS	-7	
WORD_ON	1	1	0	5	vicino	1570086928.5478	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	5	 	1570086928.7883	embedding_mental	SSS	-7	
WORD_ON	1	1	0	6	alla ragazza	1570086929.0348	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	6	 	1570086929.2755	embedding_mental	SSS	-7	
WORD_ON	1	1	0	7	attrarre	1570086929.5173	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	7	 	1570086929.7583	embedding_mental	SSS	-7	
WORD_ON	1	1	0	8	le figlie	1570086930.0003	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	8	 	1570086930.241	embedding_mental	SSS	-7	
FIX2PANEL_ON	1	1	-	-	+	1570086930.4825	embedding_mental	SSS	-7	
PanelOn	1	1	-	-	 	1570086930.9647	embedding_mental	SSS	-7	
PanelResp	1	1	-	-		0	embedding_mental	SSS	-7	
FeedbackOn	1	1	-	-	 	1570086933.9671	embedding_mental	SSS	-7	
FeedbackOff	1	1	-	-	 	1570086934.9883	embedding_mental	SSS	-7	
END_TRIAL	1	1	-	-	WRONG_DDC	0	embedding_mental	SSS	-7	
FIX_ON	1	2	0	-	+	1570086934.9953	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	1	la ragazza	1570086935.6006	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	1	 	1570086935.8413	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	2	che	1570086936.086	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	2	 	1570086936.3265	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	3	le sorelle	1570086936.5714	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	3	 	1570086936.8119	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	4	davanti	1570086937.0536	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	4	 	1570086937.2943	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	5	alle bambine	1570086937.5387	objrel_nounpp	SPP	-7	
