Event	Block	Trial	StimNum	SlideNum	WordStr	Time	Sentence_type	Condition	Viol_on_slide
GrandStart	0	0	0	0	 	1570037273.188	
BlockStart	1	0	0	0	 	1570037294.814	
FIX_ON	1	1	0	-	+	1570037294.8246	embedding_mental	SSS	-7	
WORD_ON	1	1	0	1	il bambino	1570037295.4413	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	1	 	1570037295.6913	embedding_mental	SSS	-7	
WORD_ON	1	1	0	2	ricorda	1570037295.9413	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	2	 	1570037296.1913	embedding_mental	SSS	-7	
WORD_ON	1	1	0	3	che	1570037296.4413	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	3	 	1570037296.6913	embedding_mental	SSS	-7	
WORD_ON	1	1	0	4	l' amica	1570037296.9413	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	4	 	1570037297.1913	embedding_mental	SSS	-7	
WORD_ON	1	1	0	5	vicino	1570037297.4413	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	5	 	1570037297.6913	embedding_mental	SSS	-7	
WORD_ON	1	1	0	6	alla ragazza	1570037297.9413	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	6	 	1570037298.1913	embedding_mental	SSS	-7	
WORD_ON	1	1	0	7	attrarre	1570037298.4413	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	7	 	1570037298.6913	embedding_mental	SSS	-7	
WORD_ON	1	1	0	8	le figlie	1570037298.9414	embedding_mental	SSS	-7	
WORD_OFF	1	1	0	8	 	1570037299.1914	embedding_mental	SSS	-7	
FIX2PANEL_ON	1	1	-	-	+	1570037299.4414	embedding_mental	SSS	-7	
PanelOn	1	1	-	-	 	1570037299.9414	embedding_mental	SSS	-7	
PanelResp	1	1	-	-	VIOLATION	0.84404	embedding_mental	SSS	-7	
FeedbackOn	1	1	-	-	 	1570037300.7914	embedding_mental	SSS	-7	
FeedbackOff	1	1	-	-	 	1570037301.8247	embedding_mental	SSS	-7	
END_TRIAL	1	1	-	-	CORRECT_INC	0	embedding_mental	SSS	-7	
FIX_ON	1	2	0	-	+	1570037301.8414	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	1	la ragazza	1570037302.4581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	1	 	1570037302.7081	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	2	che	1570037302.9581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	2	 	1570037303.2081	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	3	le sorelle	1570037303.4581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	3	 	1570037303.7081	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	4	davanti	1570037303.9581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	4	 	1570037304.2081	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	5	alle bambine	1570037304.4581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	5	 	1570037304.7081	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	6	contadina	1570037304.9581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	6	 	1570037305.2081	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	7	ricorda	1570037305.4581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	7	 	1570037305.7081	objrel_nounpp	SPP	-7	
WORD_ON	1	2	0	8	i figli	1570037305.9581	objrel_nounpp	SPP	-7	
WORD_OFF	1	2	0	8	 	1570037306.2081	objrel_nounpp	SPP	-7	
FIX2PANEL_ON	1	2	-	-	+	1570037306.4581	objrel_nounpp	SPP	-7	
PanelOn	1	2	-	-	 	1570037306.9581	objrel_nounpp	SPP	-7	
