Event	Block	Trial	StimNum	SlideNum	WordStr	Time	Sentence_type	Condition	Viol_on_slide
GrandStart	0	0	0	0	 	1569491850.0839	
BlockStart	1	0	0	0	 	1569491852.474	
FIX_ON	1	1	0	-	+	1569491852.4876	objrel_that	SS	4	
WORD_ON	1	1	0	1	la	1569491853.1042	objrel_that	SS	4	
WORD_OFF	1	1	0	1	 	1569491853.3542	objrel_that	SS	4	
WORD_ON	1	1	0	2	contadina	1569491853.6042	objrel_that	SS	4	
WORD_OFF	1	1	0	2	 	1569491853.8542	objrel_that	SS	4	
WORD_ON	1	1	0	3	che	1569491854.1042	objrel_that	SS	4	
WORD_OFF	1	1	0	3	 	1569491854.3542	objrel_that	SS	4	
WORD_ON	1	1	0	4	la	1569491854.6043	objrel_that	SS	4	
WORD_OFF	1	1	0	4	 	1569491854.8543	objrel_that	SS	4	
WORD_ON	1	1	0	5	madre	1569491855.1043	objrel_that	SS	4	
WORD_OFF	1	1	0	5	 	1569491855.3543	objrel_that	SS	4	
WORD_ON	1	1	0	6	bloccano	1569491855.6043	objrel_that	SS	4	
WORD_OFF	1	1	0	6	 	1569491855.8543	objrel_that	SS	4	
WORD_ON	1	1	0	7	ferma	1569491856.1043	objrel_that	SS	4	
WORD_OFF	1	1	0	7	 	1569491856.3543	objrel_that	SS	4	
WORD_ON	1	1	0	8	le	1569491856.6043	objrel_that	SS	4	
WORD_OFF	1	1	0	8	 	1569491856.8543	objrel_that	SS	4	
WORD_ON	1	1	0	9	sorelle	1569491857.1043	objrel_that	SS	4	
WORD_OFF	1	1	0	9	 	1569491857.3543	objrel_that	SS	4	
FIX2PANEL_ON	1	1	-	-	+	1569491857.6043	objrel_that	SS	4	
FIX2PANEL_OFF	1	1	-	-	 	1569491858.0876	objrel_that	SS	4	
PanelOn	1	1	-	-	 	1569491858.1043	objrel_that	SS	4	
