UniqueConditionAggragated,FreqConditions_1,FreqConditions_2,FreqConditions_3,FreqConditions_4,FreqConditions_5,FreqConditions_6,LengthConditions_1,LengthConditions_2,LengthConditions_3,LengthConditions_4,LengthConditions_5,LengthConditions_6
embedding_mental_SR_PP,8.46858920085598,7.7317835458894,8.63148412570454,5.53806639836471,8.41270503125231,NaN,6.46153846153846,7.69230769230769,7,7.84615384615385,6.69230769230769,NaN
embedding_mental_SR_PS,7.27773742334529,6.18496546840964,10.1946452693206,6.38153934918546,8.24626535403853,NaN,6.78571428571429,9,6.5,7.78571428571429,7.21428571428571,NaN
embedding_mental_SR_SP,9.80394067823167,8.77194351379778,8.36907531628867,7.08576920072985,8.72992351762242,NaN,6.13333333333333,6.66666666666667,6.2,6.86666666666667,7.4,NaN
embedding_mental_SR_SS,8.90165644823098,8.33380540376235,10.0264375877807,7.10464648756561,7.76469913135619,NaN,7,6.77777777777778,5.88888888888889,7.5,7,NaN
embedding_mental____PPP,7.09059486445424,6.52566936297658,8.25312838517712,8.35370022037956,5.96605925081706,8.53018749897707,7.46666666666667,8.66666666666667,6.93333333333333,6.6,7.66666666666667,6.73333333333333
embedding_mental____PPS,7.836267294339,6.53005297600347,7.80832277185039,9.84190945348752,6.20051959909293,8.72988445372876,6.3125,8.625,7.3125,6.8125,8.125,6.9375
embedding_mental____PSP,8.21256542308194,6.82378527072266,9.24280699668383,8.04546517738201,7.31570886454029,8.68955008003294,6.75,8.375,6.625,6.5,6.9375,7.0625
embedding_mental____PSS,8.60761280822614,7.19617362913535,8.48959102994637,9.25649636528417,5.98883590345632,9.28459581179316,6.25,8.125,6.5625,7,7.4375,6.9375
embedding_mental____SPP,9.19640231292244,9.06019925428001,7.16724523354882,8.64699681394681,6.51832675665663,9.04854059823982,7.42857142857143,6.35714285714286,7.14285714285714,6.5,7.92857142857143,6.92857142857143
embedding_mental____SPS,9.57361830423549,9.33414443921681,8.77401216818026,9.63179907942854,5.89695981298457,9.2514203925865,6.9375,5.75,6.5,6.6875,8.5,6.3125
embedding_mental____SSP,7.88794108848929,8.56813587864792,9.71380048822777,8.42083024504073,6.2137802876369,8.93720244145052,7.53846153846154,6.30769230769231,5.84615384615385,6.38461538461539,7.69230769230769,7.15384615384615
embedding_mental____SSS,8.85818133046136,8.2394346077477,9.42833746338403,9.66683379293723,6.17588185312031,8.73498951873103,6.85714285714286,7,6.35714285714286,6.64285714285714,7,6.92857142857143
objrel_nounpp_______PPP,8.59149520531167,7.81647128837674,8.04301887894505,6.38023875920446,5.28065934657212,9.055305923628,6.20689655172414,6.96551724137931,6.93103448275862,7.89655172413793,8.31034482758621,6.82758620689655
objrel_nounpp_______PPS,8.30395096326853,7.97494781381172,9.16160811940848,5.72899195431517,5.57938861292004,8.64288662886018,6.875,6.625,6.75,8.46875,9.03125,7
objrel_nounpp_______PSP,7.84764707665044,9.41797297971567,8.77408461950247,6.55691408353415,6.03701276425285,8.55505245832503,7.06666666666667,6.83333333333333,6.93333333333333,6.9,8.06666666666667,6.4
objrel_nounpp_______PSS,7.39938613670637,8.62455412882115,9.45243710568207,6.70731901442097,5.42126319141038,8.93093769724433,7,6.93939393939394,6.6969696969697,6.96969696969697,8.45454545454546,6.63636363636364
objrel_nounpp_______SPP,8.90956798046301,8.84023338007418,8.84067068219107,5.9674573790319,6.37563919584862,8.70222702947197,6.88888888888889,6.48148148148148,6.51851851851852,7.92592592592593,7.03703703703704,6.59259259259259
objrel_nounpp_______SPS,10.1274932357399,7.58425970986618,10.0253915153667,6.05027151709297,6.99292185989615,8.84834806179691,6.27272727272727,6.63636363636364,6.12121212121212,8.66666666666667,6.90909090909091,6.87878787878788
objrel_nounpp_______SSP,9.88068645283397,9.14299869138945,8.28489892444892,6.94681549287354,6.62620537307837,8.47423706660157,6.3,6.73333333333333,6.86666666666667,6.86666666666667,6.76666666666667,6.5
objrel_nounpp_______SSS,9.32052947490242,9.45893789553426,9.19884204557004,6.8132515045135,7.08044484328727,9.14482355412814,6.65384615384615,6.42307692307692,7.07692307692308,7,6.73076923076923,6.80769230769231
objrel_that_________PP,7.61219854501396,7.80601026451364,5.88233392383236,6.1493435540933,8.80839244455946,NaN,6.84375,6.71875,8.21875,7.84375,6.5,NaN
objrel_that_________PS,7.2480035884384,9.27586973377432,6.69796548651022,5.68005735023393,9.02200718519751,NaN,7.51851851851852,6.7037037037037,6.7037037037037,8.11111111111111,6.51851851851852,NaN
objrel_that_________SP,9.54536782916933,7.78585712764643,5.95087360310618,6.67518840472469,8.51616490913916,NaN,7.29032258064516,6.67741935483871,8.29032258064516,6.96774193548387,7.12903225806452,NaN
objrel_that_________SS,9.66826329381395,8.96938715285734,7.26202059511315,6.56808126529606,8.82683138292376,NaN,6.63333333333333,7.46666666666667,6.46666666666667,6.7,6.66666666666667,NaN
