Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,gli_amici che la_sorella accanto ai_figli blocca fermare il_padre,masculine,plural,feminine,singular,masculine,plural,2396,fermare,bloccano,ferma,V2,fermano,infinitive,3777,PSP,-8,NaN,NaN,2,amici,sorella,figli,blocca,fermare,padre,9.3719293903412,5.83333333333333,objrel_nounpp_______PSP
objrel_nounpp,le_amiche che le_madri dietro ai_contadini evitano indicano il_bambino,feminine,plural,feminine,plural,masculine,plural,3572,NaN,evita,indica,NaN,NaN,acceptable,3572,PPP,0,NaN,NaN,5,amiche,madri,contadini,evitano,indicano,bambino,7.29549845960287,7,objrel_nounpp_______PPP
objrel_nounpp,l'_amico che il_bambino dietro alle_donne ignora incontra i_padri,masculine,singular,masculine,singular,feminine,plural,354,NaN,ignorano,incontrano,NaN,NaN,acceptable,354,SSP,0,NaN,NaN,4,amico,bambino,donne,ignora,incontra,padri,8.5244665101006,6,objrel_nounpp_______SSP
objrel_nounpp,le_contadine che la_sorella dietro alle_attrici blocca ricordano il_figlio,feminine,plural,feminine,singular,feminine,plural,2708,NaN,bloccano,ricorda,NaN,NaN,acceptable,2708,PSP,0,NaN,NaN,1,contadine,sorella,attrici,blocca,ricordano,figlio,7.10533146391515,7.33333333333333,objrel_nounpp_______PSP
embedding_mental,i_bambini dichiarano che i_ragazzi davanti all'_amica osservano la_figlia,masculine,plural,masculine,plural,feminine,singular,3127,NaN,dichiara,osserva,NaN,NaN,acceptable,3127,PPS,0,NaN,NaN,4,bambini,dichiarano,ragazzi,amica,osservano,figlia,8.42199444686101,7.33333333333333,embedding_mental____PPS
embedding_mental,le_figlie ricordano che il_padre accanto ai_bambini conosce gli_uomini,feminine,plural,masculine,singular,masculine,plural,2906,NaN,ricorda,conoscono,NaN,NaN,acceptable,2906,PSP,0,NaN,NaN,3,figlie,ricordano,padre,bambini,conosce,uomini,9.12637609332219,6.66666666666667,embedding_mental____PSP
objrel_nounpp,l'_attore che il_ragazzo accanto alle_madri indica guarda il_figlio,masculine,singular,masculine,singular,feminine,plural,410,NaN,indicano,guardano,NaN,NaN,acceptable,410,SSP,0,NaN,NaN,1,attore,ragazzo,madri,indica,guarda,figlio,9.07027421613788,6,objrel_nounpp_______SSP
objrel_that,l'_uomo che l'_amica accoglie incontra i_padri,masculine,singular,feminine,singular,NaN,NaN,499,NaN,accolgono,incontrano,NaN,NaN,acceptable,499,SS,0,NaN,NaN,4,uomo,amica,accoglie,incontra,padri,,7.82448170410616,6,objrel_that_________SS
objrel_nounpp,la_madre che la_penna davanti alla_ragazza evitano ricorda il_fratello,feminine,singular,feminine,plural,feminine,singular,1115,penna,evita,ricordano,N2,le donne,inanimate,4251,SPS,-3,NaN,NaN,2,madre,penna,ragazza,evitano,ricorda,fratello,8.90662161005454,6.5,objrel_nounpp_______SPS
objrel_nounpp,la_madre che l'_uomo dietro alle_bambine evitano critica il_fratello,feminine,singular,masculine,singular,feminine,plural,1807,evitano,evitano,criticano,V1,evita,num_violation,3551,SSP,7,NaN,NaN,2,madre,uomo,bambine,evitano,critica,fratello,8.57921105599416,6.33333333333333,objrel_nounpp_______SSP
objrel_nounpp,le_attrici che le_bambine vicino alle_amiche attrarre amano i_ragazzi,feminine,plural,feminine,plural,feminine,plural,8,attrarre,attrae,ama,V1,attraggono,infinitive,1240,PPP,-7,NaN,NaN,2,attrici,bambine,amiche,attrarre,amano,ragazzi,7.44104054335509,6.66666666666667,objrel_nounpp_______PPP
objrel_nounpp,gli_amici che il_figlio vicino alla_contadina guarda indicano lo_studente,masculine,plural,masculine,singular,feminine,singular,2022,NaN,guardano,indica,NaN,NaN,acceptable,2022,PSS,0,NaN,NaN,5,amici,figlio,contadina,guarda,indicano,studente,8.58046792562141,7,objrel_nounpp_______PSS
embedding_mental_SR,gli_amici dicono che l'_attrice guarda il_ragazzo,masculine,plural,feminine,singular,NaN,NaN,2021,NaN,dice,guardano,NaN,NaN,acceptable,2021,PS,0,NaN,NaN,5,amici,dicono,attrice,guarda,ragazzo,,9.8026906015574,6.2,embedding_mental_SR_PS
objrel_nounpp,gli_studenti che l'_amica accanto al_padre attrae ricordano il_fratello,masculine,plural,feminine,singular,masculine,singular,2115,NaN,attraggono,ricorda,NaN,NaN,acceptable,2115,PSS,0,NaN,NaN,5,studenti,amica,padre,attrae,ricordano,fratello,8.48372469892801,6.83333333333333,objrel_nounpp_______PSS
embedding_mental,il_ragazzo dice che l'_attore accanto alle_bambine indica il_fratello,masculine,singular,masculine,singular,feminine,plural,638,NaN,dicono,indicano,NaN,NaN,acceptable,638,SSP,0,NaN,NaN,2,ragazzo,dice,attore,bambine,indica,fratello,9.09427486080843,6.33333333333333,embedding_mental____SSP
objrel_nounpp,i_ragazzi che le_bambine davanti allo_studente fermano donna l'_attrice,masculine,plural,feminine,plural,masculine,singular,2263,donna,ferma,difende,V2,difendono,verb_noun,3450,PPS,-8,NaN,NaN,4,ragazzi,bambine,studente,fermano,donna,attrice,8.39817706662926,6.83333333333333,objrel_nounpp_______PPS
embedding_mental,le_studentesse ricordano che l'_attrice vicino agli_uomini accolgono la_figlia,feminine,plural,feminine,singular,masculine,plural,439,accolgono,ricorda,accolgono,V2,accoglie,num_violation,220,PSP,7,NaN,NaN,4,studentesse,ricordano,attrice,uomini,accolgono,figlia,7.2829921042092,8,embedding_mental____PSP
embedding_mental_SR,la_simpatia dichiara che i_ragazzi salutano l'_attrice,feminine,singular,masculine,plural,NaN,NaN,1601,simpatia,dichiarano,saluta,N1,la contadina,abstract,6521,SP,-1,NaN,NaN,1,simpatia,dichiara,ragazzi,salutano,attrice,,7.12441377241504,7.6,embedding_mental_SR_SP
objrel_that,le_studentesse che gli_attori indicano fermano i_contadini,feminine,plural,masculine,plural,NaN,NaN,3942,NaN,indica,ferma,NaN,NaN,acceptable,3942,PP,0,NaN,NaN,5,studentesse,attori,indicano,fermano,contadini,,6.48491999294328,8.2,objrel_that_________PP
embedding_mental_SR,le_amiche dicono che l'_uomo bloccare la_studentessa,feminine,plural,masculine,singular,NaN,NaN,766,bloccare,dice,bloccano,V2,blocca,infinitive,898,PS,-5,NaN,NaN,4,amiche,dicono,uomo,bloccare,studentessa,,8.54379039237461,7,embedding_mental_SR_PS
objrel_nounpp,la_sorella che il_bambino accanto all'_attore accolgono guarda l'_amica,feminine,singular,masculine,singular,masculine,singular,1999,accolgono,accolgono,guardano,V1,accoglie,num_violation,244,SSS,7,NaN,NaN,3,sorella,bambino,attore,accolgono,guarda,amica,8.63998460773295,6.66666666666667,objrel_nounpp_______SSS
objrel_nounpp,le_madri che l'_amica dietro alla_donna accoglie indicano i_ragazzi,feminine,plural,feminine,singular,feminine,singular,2833,NaN,accolgono,indica,NaN,NaN,acceptable,2833,PSS,0,NaN,NaN,2,madri,amica,donna,accoglie,indicano,ragazzi,8.27081925282741,6.33333333333333,objrel_nounpp_______PSS
objrel_nounpp,il_bambino che le_attrici dietro alle_donne bloccano critico i_padri,masculine,singular,feminine,plural,feminine,plural,3025,critico,blocca,criticano,V2,critica,wrong_person,2767,SPP,-8,NaN,NaN,5,bambino,attrici,donne,bloccano,critico,padri,7.41540608828997,6.5,objrel_nounpp_______SPP
embedding_mental_SR,gli_attori ricordano che il_bambino ignorano le_figlie,masculine,plural,masculine,singular,NaN,NaN,2798,ignorano,ricorda,ignorano,V2,ignora,num_violation,2760,PS,5,NaN,NaN,5,attori,ricordano,bambino,ignorano,figlie,,7.19714306442357,7.2,embedding_mental_SR_PS
objrel_nounpp,i_fratelli che i_bambini dietro agli_uomini osservano attraggono i_ragazzi,masculine,plural,masculine,plural,masculine,plural,3373,NaN,osserva,attrae,NaN,NaN,acceptable,3373,PPP,0,NaN,NaN,2,fratelli,bambini,uomini,osservano,attraggono,ragazzi,8.26209415468213,7.83333333333333,objrel_nounpp_______PPP
embedding_mental,la_bambina dice che la_madre davanti alle_sorelle incontrano la_figlia,feminine,singular,feminine,singular,feminine,plural,1276,incontrano,dicono,incontrano,V2,incontra,num_violation,2922,SSP,7,NaN,NaN,3,bambina,dice,madre,sorelle,incontrano,figlia,9.19078412853325,6.5,embedding_mental____SSP
objrel_nounpp,le_madri che le_amiche vicino alle_contadine attraggono osserva il_padre,feminine,plural,feminine,plural,feminine,plural,41,osserva,attrae,osserva,V2,osservano,num_violation,6675,PPP,8,NaN,NaN,5,madri,amiche,contadine,attraggono,osserva,padre,6.82807274818538,7,objrel_nounpp_______PPP
embedding_mental,le_figlie dichiarano che le_studentesse vicino alla_sorella bloccano la_contadina,feminine,plural,feminine,plural,feminine,singular,3398,NaN,dichiara,blocca,NaN,NaN,acceptable,3398,PPS,0,NaN,NaN,1,figlie,dichiarano,studentesse,sorella,bloccano,contadina,6.26194652057425,8.5,embedding_mental____PPS
embedding_mental,la_madre dichiara che lo_studente davanti al_contadino blocca l'_amica,feminine,singular,masculine,singular,masculine,singular,386,NaN,dichiarano,bloccano,NaN,NaN,acceptable,386,SSS,0,NaN,NaN,2,madre,dichiara,studente,contadino,blocca,amica,7.97765765548886,6.83333333333333,embedding_mental____SSS
objrel_nounpp,il_figlio che i_padri accanto ai_fratelli attraggono accoglie la_donna,masculine,singular,masculine,plural,masculine,plural,1126,NaN,attrae,accolgono,NaN,NaN,acceptable,1126,SPP,0,NaN,NaN,1,figlio,padri,fratelli,attraggono,accoglie,donna,7.71615247634398,7,objrel_nounpp_______SPP
embedding_mental_SR,le_amiche ricordano che le_madri difendono le_attrici,feminine,plural,feminine,plural,NaN,NaN,3554,NaN,ricorda,difende,NaN,NaN,acceptable,3554,PP,0,NaN,NaN,2,amiche,ricordano,madri,difendono,attrici,,6.33700725881484,7.2,embedding_mental_SR_PP
objrel_nounpp,la_figlia che il_padre vicino alla_contadina guarda evita le_attrici,feminine,singular,masculine,singular,feminine,singular,698,NaN,guardano,evitano,NaN,NaN,acceptable,698,SSS,0,NaN,NaN,2,figlia,padre,contadina,guarda,evita,attrici,8.136881242546,6.33333333333333,objrel_nounpp_______SSS
objrel_nounpp,gli_uomini che i_padri davanti alla_figlia ignora difendono le_bambine,masculine,plural,masculine,plural,feminine,singular,2609,ignora,ignora,difende,V1,ignorano,num_violation,4816,PPS,7,NaN,NaN,1,uomini,padri,figlia,ignora,difendono,bambine,7.61244973490765,6.5,objrel_nounpp_______PPS
embedding_mental,gli_attori ricordano che la_contadina accanto alle_madri incontrare l'_uomo,masculine,plural,feminine,singular,feminine,plural,2281,incontrare,ricorda,incontrano,V2,incontra,infinitive,3011,PSP,-7,NaN,NaN,4,attori,ricordano,contadina,madri,incontrare,uomo,7.5421615741367,7.16666666666667,embedding_mental____PSP
embedding_mental_SR,l'_amica dice che le_madri evita i_contadini,feminine,singular,feminine,plural,NaN,NaN,1007,evita,dicono,evita,V2,evitano,num_violation,1800,SP,5,NaN,NaN,1,amica,dice,madri,evita,contadini,,8.07253555550748,5.6,embedding_mental_SR_SP
embedding_mental,il_figlio dichiara che il_contadino accanto alle_studentesse ignora le_madri,masculine,singular,masculine,singular,feminine,plural,567,NaN,dichiarano,ignorano,NaN,NaN,acceptable,567,SSP,0,NaN,NaN,1,figlio,dichiara,contadino,studentesse,ignora,madri,7.05920389674951,7.5,embedding_mental____SSP
objrel_nounpp,la_donna che le_ragazze davanti al_padre incontrano accoglie il_bambino,feminine,singular,feminine,plural,masculine,singular,1692,NaN,incontra,accolgono,NaN,NaN,acceptable,1692,SPS,0,NaN,NaN,4,donna,ragazze,padre,incontrano,accoglie,bambino,8.77864742081605,7,objrel_nounpp_______SPS
objrel_that,le_figlie che le_donne attrae salutano gli_studenti,feminine,plural,feminine,plural,NaN,NaN,134,attrae,attrae,saluta,V1,attraggono,num_violation,1091,PP,4,NaN,NaN,1,figlie,donne,attrae,salutano,studenti,,7.09809357124136,6.6,objrel_that_________PP
embedding_mental,il_figlio dice che la_bambina vicino alle_amiche amano le_donne,masculine,singular,feminine,singular,feminine,plural,3293,amano,dicono,amano,V2,ama,num_violation,344,SSP,7,NaN,NaN,1,figlio,dice,bambina,amiche,amano,donne,9.43719590955005,5.5,embedding_mental____SSP
objrel_nounpp,gli_uomini che le_madri vicino ai_ragazzi conoscono ricordate i_padri,masculine,plural,feminine,plural,masculine,plural,2160,ricordate,conosce,ricorda,V2,ricordano,wrong_person,7136,PPP,-8,NaN,NaN,1,uomini,madri,ragazzi,conoscono,ricordate,padri,8.49540291322812,6.83333333333333,objrel_nounpp_______PPP
objrel_nounpp,le_figlie che gli_studenti vicino ai_contadini osservano ignora il_padre,feminine,plural,masculine,plural,masculine,plural,665,ignora,osserva,ignora,V2,ignorano,num_violation,4869,PPP,8,NaN,NaN,1,figlie,studenti,contadini,osservano,ignora,padre,7.42462924932379,7.16666666666667,objrel_nounpp_______PPP
objrel_that,l'_uomo che il_padre difendere attrae la_ragazza,masculine,singular,masculine,singular,NaN,NaN,3955,difendere,difendono,attraggono,V1,difende,infinitive,2882,SS,-4,NaN,NaN,1,uomo,padre,difendere,attrae,ragazza,,9.18280681089808,6.2,objrel_that_________SS
objrel_that,l'_amico che i_figli evitano osserva la_donna,masculine,singular,masculine,plural,NaN,NaN,1351,NaN,evita,osservano,NaN,NaN,acceptable,1351,SP,0,NaN,NaN,3,amico,figli,evitano,osserva,donna,,8.58887216445205,5.8,objrel_that_________SP
objrel_nounpp,le_sorelle che l'_amica davanti alle_madri indica attraggono le_studentesse,feminine,plural,feminine,singular,feminine,plural,2932,NaN,indicano,attrae,NaN,NaN,acceptable,2932,PSP,0,NaN,NaN,2,sorelle,amica,madri,indica,attraggono,studentesse,6.93623062722507,7.33333333333333,objrel_nounpp_______PSP
embedding_mental,il_padre dichiara che i_contadini accanto alle_amiche criticano l'_attore,masculine,singular,masculine,plural,feminine,plural,1627,NaN,dichiarano,critica,NaN,NaN,acceptable,1627,SPP,0,NaN,NaN,4,padre,dichiara,contadini,amiche,criticano,attore,7.34176536780124,7.16666666666667,embedding_mental____SPP
embedding_mental_SR,gli_attori dicono che la_donna studentesse l'_amico,masculine,plural,feminine,singular,NaN,NaN,2279,studentesse,dice,incontrano,V2,incontra,verb_noun,3653,PS,-5,NaN,NaN,3,attori,dicono,donna,studentesse,amico,,8.87462080061163,6.6,embedding_mental_SR_PS
embedding_mental,gli_uomini ricordano che i_contadini accanto alle_attrici salutano le_studentesse,masculine,plural,masculine,plural,feminine,plural,3621,NaN,ricorda,saluta,NaN,NaN,acceptable,3621,PPP,0,NaN,NaN,1,uomini,ricordano,contadini,attrici,salutano,studentesse,6.55332538321006,8.33333333333333,embedding_mental____PPP
objrel_nounpp,il_bambino che i_figli davanti alle_madri accogliete incontra la_studentessa,masculine,singular,masculine,plural,feminine,plural,3532,accogliete,accoglie,incontrano,V1,accolgono,wrong_person,263,SPP,-7,NaN,NaN,4,bambino,figli,madri,accogliete,incontra,studentessa,7.33921071631439,7.66666666666667,objrel_nounpp_______SPP
objrel_nounpp,i_ragazzi che i_fratelli davanti ai_bambini ignorano difendono l'_attrice,masculine,plural,masculine,plural,masculine,plural,3496,NaN,ignora,difende,NaN,NaN,acceptable,3496,PPP,0,NaN,NaN,3,ragazzi,fratelli,bambini,ignorano,difendono,attrice,7.73030431200837,7.66666666666667,objrel_nounpp_______PPP
