Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
embedding_mental,il_bambino ricorda che i_padri dietro alle_figlie conoscono l'_uomo,masculine,singular,masculine,plural,feminine,plural,1545,NaN,ricordano,conosce,NaN,NaN,acceptable,1545,SPP,0,NaN,NaN,5,bambino,ricorda,padri,figlie,conoscono,uomo,8.82071805049586,6.33333333333333,embedding_mental____SPP
objrel_nounpp,il_padre che gli_uomini accanto agli_studenti indicano attrae gli_amici,masculine,singular,masculine,plural,masculine,plural,1216,NaN,indica,attraggono,NaN,NaN,acceptable,1216,SPP,0,NaN,NaN,1,padre,uomini,studenti,indicano,attrae,amici,8.73418976513565,6.33333333333333,objrel_nounpp_______SPP
embedding_mental,la_contadina ricorda che la_ragazza davanti agli_studenti osservano le_attrici,feminine,singular,feminine,singular,masculine,plural,1413,osservano,ricordano,osservano,V2,osserva,num_violation,3712,SSP,7,NaN,NaN,5,contadina,ricorda,ragazza,studenti,osservano,attrici,7.23539150847636,7.83333333333333,embedding_mental____SSP
embedding_mental,il_ragazzo dichiara che i_fratelli accanto alle_bambine difendere la_sorella,masculine,singular,masculine,plural,feminine,plural,3572,difendere,dichiarano,difende,V2,difendono,infinitive,1543,SPP,-7,NaN,NaN,4,ragazzo,dichiara,fratelli,bambine,difendere,sorella,8.41937328256813,7.66666666666667,embedding_mental____SPP
objrel_nounpp,gli_studenti che la_bambina vicino ai_fratelli indica sogna gli_uomini,masculine,plural,feminine,singular,masculine,plural,2408,sogna,indicano,saluta,V2,salutano,num_violation,7872,PSP,8,NaN,NaN,5,studenti,bambina,fratelli,indica,sogna,uomini,8.34061703613594,6.66666666666667,objrel_nounpp_______PSP
objrel_nounpp,l'_amico che gli_uomini accanto ai_ragazzi bloccano attrae le_donne,masculine,singular,masculine,plural,masculine,plural,1367,NaN,blocca,attraggono,NaN,NaN,acceptable,1367,SPP,0,NaN,NaN,3,amico,uomini,ragazzi,bloccano,attrae,donne,8.81848220471114,6.16666666666667,objrel_nounpp_______SPP
objrel_nounpp,l'_uomo che i_ragazzi davanti all'_amico attraggono interrompe le_contadine,masculine,singular,masculine,plural,masculine,singular,1530,NaN,attrae,interrompono,NaN,NaN,acceptable,1530,SPS,0,NaN,NaN,4,uomo,ragazzi,amico,attraggono,interrompe,contadine,7.79521727559967,7.5,objrel_nounpp_______SPS
embedding_mental_SR,le_attrici dicono che le_contadine osserva gli_amici,feminine,plural,feminine,plural,NaN,NaN,29,osserva,dice,osserva,V2,osservano,num_violation,3552,PP,5,NaN,NaN,1,attrici,dicono,contadine,osserva,amici,,7.12220330071373,6.8,embedding_mental_SR_PP
embedding_mental_SR,il_contadino dice che gli_studenti indica i_padri,masculine,singular,masculine,plural,NaN,NaN,3538,indica,dicono,indica,V2,indicano,num_violation,3022,SP,5,NaN,NaN,1,contadino,dice,studenti,indica,padri,,8.02099841140498,6.4,embedding_mental_SR_SP
embedding_mental_SR,gli_studenti dichiarano che l'_attore guardano il_figlio,masculine,plural,masculine,singular,NaN,NaN,2814,guardano,dichiara,guardano,V2,guarda,num_violation,2526,PS,5,NaN,NaN,1,studenti,dichiarano,attore,guardano,figlio,,7.74638345136516,7.6,embedding_mental_SR_PS
objrel_that,il_contadino che le_studentesse difendono ferma le_bambine,masculine,singular,feminine,plural,NaN,NaN,1086,NaN,difende,fermano,NaN,NaN,acceptable,1086,SP,0,NaN,NaN,4,contadino,studentesse,difendono,ferma,bambine,,6.65922692159938,8.2,objrel_that_________SP
objrel_that,il_padre che gli_studenti sogni conosce la_figlia,masculine,singular,masculine,plural,NaN,NaN,3609,sogni,attrae,conoscono,V1,attraggono,wrong_person,7824,SP,-4,NaN,NaN,3,padre,studenti,sogni,conosce,figlia,,9.49999859866483,6.2,objrel_that_________SP
objrel_nounpp,gli_studenti che i_figli davanti al_contadino ignorano attraggono le_bambine,masculine,plural,masculine,plural,masculine,singular,3135,NaN,ignora,attrae,NaN,NaN,acceptable,3135,PPS,0,NaN,NaN,1,studenti,figli,contadino,ignorano,attraggono,bambine,6.87309945619656,7.83333333333333,objrel_nounpp_______PPS
objrel_nounpp,la_donna che i_bambini davanti alla_ragazza incontrano ricordare gli_amici,feminine,singular,masculine,plural,feminine,singular,1607,ricordare,incontra,ricordano,V2,ricorda,infinitive,7426,SPS,-8,NaN,NaN,5,donna,bambini,ragazza,incontrano,ricordare,amici,9.37768807913663,7.16666666666667,objrel_nounpp_______SPS
objrel_nounpp,la_bambina che la_filosofia accanto al_ragazzo conosce blocca la_donna,feminine,singular,feminine,singular,masculine,singular,1465,filosofia,conoscono,bloccano,N2,l'amica,abstract,5131,SSS,-3,NaN,NaN,4,bambina,filosofia,ragazzo,conosce,blocca,donna,8.88210057682093,6.83333333333333,objrel_nounpp_______SSS
embedding_mental_SR,le_figlie ricordano che le_ragazze guarda il_padre,feminine,plural,feminine,plural,NaN,NaN,145,guarda,ricorda,guarda,V2,guardano,num_violation,2413,PP,5,NaN,NaN,5,figlie,ricordano,ragazze,guarda,padre,,9.1632097498394,6.6,embedding_mental_SR_PP
