Sentence,Sentence_Type,condition,slide,Element_changed,Violation_Type
le_donne dicono che il_ragazzo vicino ai_fratelli fermano la_madre,embedding_mental,PSP,7,V2,num_violation
la_studentessa dice che la_diatriba dietro ai_bambini ferma il_padre,embedding_mental,SSP,-4,N2,abstract
la_ragazza dice che il_padre osservano le_figlie,embedding_mental_SR,SS,5,V2,num_violation
le_amiche che la_figlia interrompe salutano le_sorelle,objrel_that,PS,0,NaN,acceptable
il_contadino che la_ragazza saluta fermare le_madri,objrel_that,SS,-5,V2,infinitive
il_figlio che le_attrici dietro all'_amica ricordano interrompe il_padre,objrel_nounpp,SPS,0,NaN,acceptable
le_attrici che i_figli accanto al_contadino criticano difendere la_madre,objrel_nounpp,PPS,-8,V2,infinitive
le_penne che le_donne ricordano fermano i_contadini,objrel_that,PP,-1,N1,inanimate
le_ragazze che i_fratelli incontrano attraggono il_bambino,objrel_that,PP,0,NaN,acceptable
le_madri che le_bambine dietro all'_attore ignorano ricordano la_donna,objrel_nounpp,PPS,0,NaN,acceptable
le_bambine che i_contadini vicino ai_ragazzi_padri ricordano l'_attrice,objrel_nounpp,PPP,-7,V1,verb_noun
le_figlie ricordano che l'_uomo difendono le_amiche,embedding_mental_SR,PS,5,V2,num_violation
la_madre ricorda che i_bambini dietro alla_ragazza osserviamo i_contadini,embedding_mental,SPS,-7,V2,wrong_person
le_antipatie che i_bambini vicino al_padre conoscono guardano l'_amico,objrel_nounpp,PPS,-1,N1,abstract
i_figli che le_studentesse accanto ai_fratelli amano evitano i_ragazzi,objrel_nounpp,PPP,0,NaN,acceptable
il_contadino che i_bambini accanto alle_madri osservano indica la_donna,objrel_nounpp,SPP,0,NaN,acceptable
la_ragazza dice che i_padri dietro agli_studenti guardano la_figlia,embedding_mental,SPP,0,NaN,acceptable
la_sorella dice che gli_amici accanto all'_attrice evitano la_donna,embedding_mental,SPS,0,NaN,acceptable
gli_attori ricordano che il_ragazzo vicino all'_amico ignorano gli_uomini,embedding_mental,PSS,7,V2,num_violation
i_fratelli che gli_amici accanto ai_bambini fermano indicano lo_studente,objrel_nounpp,PPP,0,NaN,acceptable
l'_attrice che i_ragazzi vicino all'_uomo conoscono criticano la_madre,objrel_nounpp,SPS,8,V2,num_violation
il_bambino dice che i_contadini davanti ai_fratelli critica i_ragazzi,embedding_mental,SPP,7,V2,num_violation
gli_attori dicono che la_studentessa dietro alla_contadina ferma la_madre,embedding_mental,PSS,0,NaN,acceptable
i_bambini che gli_attori dietro all'_amico osservare bloccano lo_studente,objrel_nounpp,PPS,-7,V1,infinitive
la_sorella che la_contadina accanto ai_padri indicare ricorda gli_attori,objrel_nounpp,SSP,-7,V1,infinitive
le_attrici che i_fratelli incontra guardano gli_studenti,objrel_that,PP,4,V1,num_violation
le_donne che le_penne vicino al_ragazzo ferma incontrano i_bambini,objrel_nounpp,PSS,-3,N2,inanimate
la_studentessa dice che i_padri davanti alla_figlia ama i_contadini,embedding_mental,SPS,7,V2,num_violation
la_studentessa che gli_amici accanto alle_attrici difendono indica il_bambino,objrel_nounpp,SPP,0,NaN,acceptable
l'_amica ricorda che le_sorelle davanti alle_donne sogna la_contadina,embedding_mental,SPP,7,V2,num_violation
l'_amico che le_donne davanti al_bambino conoscono ferma lo_studente,objrel_nounpp,SPS,0,NaN,acceptable
il_padre che i_contadini davanti all'_attrice critica ignora l'_amico,objrel_nounpp,SPS,7,V1,num_violation
le_studentesse che le_diatribe accanto al_bambino accolgono criticano le_figlie,objrel_nounpp,PPS,-3,N2,abstract
gli_studenti che i_fratelli attore conoscono il_ragazzo,objrel_that,PP,-4,V1,verb_noun
le_madri che le_filosofie dietro all'_amico criticano osservano la_sorella,objrel_nounpp,PPS,-3,N2,abstract
i_bambini che il_contadino difende osserva la_madre,objrel_that,PS,5,V2,num_violation
gli_uomini che l'_amico davanti alle_attrici interrompono conoscono il_padre,objrel_nounpp,PSP,7,V1,num_violation
il_contadino ricorda che i_bambini dietro alle_sorelle evitano gli_studenti,embedding_mental,SPP,0,NaN,acceptable
le_madri che la_figlia dietro ai_contadini guardano evitano i_padri,objrel_nounpp,PSP,7,V1,num_violation
i_contadini che gli_amici ricordano evita le_studentesse,objrel_that,PP,5,V2,num_violation
le_amiche che il_figlio ignora salutano le_ragazze,objrel_that,PS,0,NaN,acceptable
la_bambina che la_sorella difende indica i_contadini,objrel_that,SS,0,NaN,acceptable
il_bambino dice che i_fratelli dietro al_contadino attrice gli_uomini,embedding_mental,SPS,-7,V2,verb_noun
