Sentence,Sentence_Type,condition,slide,Element_changed,Violation_Type
il_bambino ricorda che i_padri dietro alle_figlie conoscono l'_uomo,embedding_mental,SPP,0,NaN,acceptable
il_padre che gli_uomini accanto agli_studenti indicano attrae gli_amici,objrel_nounpp,SPP,0,NaN,acceptable
la_contadina ricorda che la_ragazza davanti agli_studenti osservano le_attrici,embedding_mental,SSP,7,V2,num_violation
il_ragazzo dichiara che i_fratelli accanto alle_bambine difendere la_sorella,embedding_mental,SPP,-7,V2,infinitive
gli_studenti che la_bambina vicino ai_fratelli indica sogna gli_uomini,objrel_nounpp,PSP,8,V2,num_violation
l'_amico che gli_uomini accanto ai_ragazzi bloccano attrae le_donne,objrel_nounpp,SPP,0,NaN,acceptable
l'_uomo che i_ragazzi davanti all'_amico attraggono interrompe le_contadine,objrel_nounpp,SPS,0,NaN,acceptable
le_attrici dicono che le_contadine osserva gli_amici,embedding_mental_SR,PP,5,V2,num_violation
il_contadino dice che gli_studenti indica i_padri,embedding_mental_SR,SP,5,V2,num_violation
gli_studenti dichiarano che l'_attore guardano il_figlio,embedding_mental_SR,PS,5,V2,num_violation
il_contadino che le_studentesse difendono ferma le_bambine,objrel_that,SP,0,NaN,acceptable
il_padre che gli_studenti sogni conosce la_figlia,objrel_that,SP,-4,V1,wrong_person
gli_studenti che i_figli davanti al_contadino ignorano attraggono le_bambine,objrel_nounpp,PPS,0,NaN,acceptable
la_donna che i_bambini davanti alla_ragazza incontrano ricordare gli_amici,objrel_nounpp,SPS,-8,V2,infinitive
la_bambina che la_filosofia accanto al_ragazzo conosce blocca la_donna,objrel_nounpp,SSS,-3,N2,abstract
le_figlie ricordano che le_ragazze guarda il_padre,embedding_mental_SR,PP,5,V2,num_violation
la_donna che i_fratelli criticate osserva le_studentesse,objrel_that,SP,-4,V1,wrong_person
il_ragazzo che i_fratelli guardano osserva la_contadina,objrel_that,SP,0,NaN,acceptable
i_figli che la_ragazza blocca ricorda le_amiche,objrel_that,PS,5,V2,num_violation
la_donna che le_madri davanti alla_sorella incontrano difendono le_studentesse,objrel_nounpp,SPS,8,V2,num_violation
i_contadini dichiarano che il_fratello madri lo_studente,embedding_mental_SR,PS,-5,V2,verb_noun
la_ragazza che l'_attore accanto ai_contadini osserva accoglie la_madre,objrel_nounpp,SSP,0,NaN,acceptable
le_sorelle che le_amiche accanto alle_studentesse bloccano ignorano le_contadine,objrel_nounpp,PPP,0,NaN,acceptable
i_fratelli dicono che le_attrici bloccano l'_uomo,embedding_mental_SR,PP,0,NaN,acceptable
il_bambino dichiara che i_ragazzi dietro allo_studente accogliete il_figlio,embedding_mental,SPS,-7,V2,wrong_person
le_figlie che i_fratelli dietro agli_uomini criticano ricordano i_ragazzi,objrel_nounpp,PPP,0,NaN,acceptable
le_madri che l'_amica dietro alle_sorelle sogno accolgono il_ragazzo,objrel_nounpp,PSP,-7,V1,wrong_person
l'_attore che le_studentesse davanti alla_donna ricordano conosce le_madri,objrel_nounpp,SPS,0,NaN,acceptable
il_ragazzo che la_contadina critica accolgono la_figlia,objrel_that,SS,5,V2,num_violation
lo_studente che le_ragazze indicare ama la_madre,objrel_that,SP,-4,V1,infinitive
gli_amici dicono che la_sorella evitano le_figlie,embedding_mental_SR,PS,5,V2,num_violation
le_bambine dicono che le_televisioni vicino all'_amico incontrano la_donna,embedding_mental,PPS,-4,N2,inanimate
le_donne che le_amiche interrompono ignora i_bambini,objrel_that,PP,5,V2,num_violation
la_figlia che la_filosofia accanto agli_amici critica interrompe le_madri,objrel_nounpp,SSP,-3,N2,abstract
l'_attore che la_madre ricorda incontrano le_figlie,objrel_that,SS,5,V2,num_violation
il_ragazzo che la_sorella accanto ai_bambini incontra ferma gli_uomini,objrel_nounpp,SSP,0,NaN,acceptable
le_contadine dichiarano che le_ginnastiche vicino all'_amica indica le_madri,embedding_mental,PSS,-4,N2,abstract
la_studentessa ricorda che l'_amica vicino alla_contadina salutano la_ragazza,embedding_mental,SSS,7,V2,num_violation
l'_attrice che il_figlio dietro alle_madri ignora ferma i_fratelli,objrel_nounpp,SSP,0,NaN,acceptable
il_bambino dichiara che il_fratello dietro all'_attrice accolgono i_figli,embedding_mental,SSS,7,V2,num_violation
gli_amici che le_studentesse vicino al_fratello incontriamo interrompono gli_uomini,objrel_nounpp,PPS,-7,V1,wrong_person
gli_attori che lo_studente guarda osservano la_madre,objrel_that,PS,0,NaN,acceptable
il_figlio dichiara che il_contadino accanto alle_studentesse ignorano le_madri,embedding_mental,SSP,7,V2,num_violation
le_donne che le_amiche ricordano osservano le_sorelle,objrel_that,PP,0,NaN,acceptable
il_frigorifero che i_bambini incontrano indica la_madre,objrel_that,SP,-1,N1,inanimate
il_figlio che i_ragazzi accolgono amano la_donna,objrel_that,SP,5,V2,num_violation
le_figlie che le_amiche davanti al_ragazzo ama criticano le_sorelle,objrel_nounpp,PPS,7,V1,num_violation
le_ragazze che i_fratelli evitano studente le_contadine,objrel_that,PP,-5,V2,verb_noun
i_bambini che la_sorella davanti agli_amici criticare attraggono il_figlio,objrel_nounpp,PSP,-7,V1,infinitive
l'_amica che i_figli accanto alle_contadine guardano accolgono le_donne,objrel_nounpp,SPP,8,V2,num_violation
il_contadino che lo_studente vicino agli_uomini ignora difende la_figlia,objrel_nounpp,SSP,0,NaN,acceptable
lo_studente che le_madri vicino alle_ragazze accolgono saluta il_contadino,objrel_nounpp,SPP,0,NaN,acceptable
le_figlie che le_sorelle dietro alle_bambine bloccano criticano lo_studente,objrel_nounpp,PPP,0,NaN,acceptable
il_fratello dice che il_padre indicano gli_studenti,embedding_mental_SR,SS,5,V2,num_violation
i_contadini che le_ragazze bambina amano le_sorelle,objrel_that,PP,-4,V1,verb_noun
la_bambina che l'_amica vicino agli_attori indicare saluta le_ragazze,objrel_nounpp,SSP,-7,V1,infinitive
le_studentesse ricordano che l'_uomo interrompono l'_attrice,embedding_mental_SR,PS,5,V2,num_violation
le_attrici che i_fratelli vicino all'_amico fermano sogna i_contadini,objrel_nounpp,PPS,8,V2,num_violation
il_fratello che lo_studente accanto alla_figlia incontra interrompono le_donne,objrel_nounpp,SSS,8,V2,num_violation
i_contadini che le_figlie vicino all'_uomo difendono evita i_padri,objrel_nounpp,PPS,8,V2,num_violation
il_padre ricorda che il_figlio conosce le_ragazze,embedding_mental_SR,SS,0,NaN,acceptable
l'_amico dichiara che il_salto davanti alla_figlia difendono il_ragazzo,embedding_mental,SPS,-4,N2,abstract
gli_uomini che l'_attore davanti alle_studentesse incontra conoscere le_bambine,objrel_nounpp,PSP,-8,V2,infinitive
le_donne dicono che i_bambini osservate gli_uomini,embedding_mental_SR,PP,-5,V2,wrong_person
la_bambina che i_ragazzi dietro alla_sorella fermano bloccano le_amiche,objrel_nounpp,SPS,8,V2,num_violation
il_contadino dichiara che la_madre guardo gli_amici,embedding_mental_SR,SS,-5,V2,wrong_person
i_fratelli dicono che la_ragazza davanti alla_bambina accoglie il_figlio,embedding_mental,PSS,0,NaN,acceptable
il_compasso che i_bambini vicino all'_attore indicano osserva il_contadino,objrel_nounpp,SPS,-1,N1,inanimate
le_madri che l'_amica dietro alle_sorelle salutano accolgono il_ragazzo,objrel_nounpp,PSP,7,V1,num_violation
le_penne che le_donne guardano incontrano gli_attori,objrel_that,PP,-1,N1,inanimate
il_fratello che l'_amico osserva ricorda la_figlia,objrel_that,SS,0,NaN,acceptable
l'_attrice che il_padre dietro alle_contadine incontra studenti gli_uomini,objrel_nounpp,SSP,-8,V2,verb_noun
