Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,la_ragazza che la_donna vicino alla_bambina blocca ama la_figlia,feminine,singular,feminine,singular,feminine,singular,830,NaN,bloccano,amano,NaN,NaN,acceptable,830,SSS,0,NaN,NaN,2,ragazza,donna,bambina,blocca,ama,figlia,9.38004103482832,5.66666666666667,objrel_nounpp_______SSS
objrel_nounpp,i_padri che gli_uomini accanto alla_figlia conoscere ricordano le_studentesse,masculine,plural,masculine,plural,feminine,singular,2638,conoscere,conosce,ricorda,V1,conoscono,infinitive,2227,PPS,-7,NaN,NaN,2,padri,uomini,figlia,conoscere,ricordano,studentesse,8.06874240867388,7.66666666666667,objrel_nounpp_______PPS
objrel_nounpp,l'_amico che l'_uomo accanto alle_attrici conosce ignorano il_fratello,masculine,singular,masculine,singular,feminine,plural,3819,ignorano,conoscono,ignorano,V2,ignora,num_violation,4898,SSP,8,NaN,NaN,3,amico,uomo,attrici,conosce,ignorano,fratello,8.72241407685242,6.5,objrel_nounpp_______SSP
objrel_nounpp,le_ragazze che le_simpatie accanto alle_figlie amano attraggono la_madre,feminine,plural,feminine,plural,feminine,plural,50,simpatie,ama,attrae,N2,lebambine,abstract,10491,PPP,-3,NaN,NaN,3,ragazze,simpatie,figlie,amano,attraggono,madre,7.33713571272641,6.83333333333333,objrel_nounpp_______PPP
embedding_mental,i_fratelli dichiarano che gli_studenti accanto alla_madre uomini le_contadine,masculine,plural,masculine,plural,feminine,singular,2630,uomini,dichiara,saluta,V2,salutano,verb_noun,3919,PPS,-7,NaN,NaN,5,fratelli,dichiarano,studenti,madre,uomini,contadine,7.76223412794858,7.66666666666667,embedding_mental____PPS
objrel_nounpp,i_bambini che gli_uomini davanti alle_sorelle salutano figlia le_madri,masculine,plural,masculine,plural,feminine,plural,2539,figlia,saluta,interrompe,V2,interrompono,verb_noun,4088,PPP,-8,NaN,NaN,4,bambini,uomini,sorelle,salutano,figlia,madri,8.35366801801162,6.5,objrel_nounpp_______PPP
embedding_mental_SR,le_ragazze ricordano che l'_amica ferma i_figli,feminine,plural,feminine,singular,NaN,NaN,2887,NaN,ricorda,fermano,NaN,NaN,acceptable,2887,PS,0,NaN,NaN,5,ragazze,ricordano,amica,ferma,figli,,8.88098524310387,6.2,embedding_mental_SR_PS
objrel_nounpp,i_contadini che gli_uomini vicino al_figlio accolgono evitano le_donne,masculine,plural,masculine,plural,masculine,singular,3282,NaN,accoglie,evita,NaN,NaN,acceptable,3282,PPS,0,NaN,NaN,5,contadini,uomini,figlio,accolgono,evitano,donne,7.71018907060243,7,objrel_nounpp_______PPS
embedding_mental,il_contadino ricorda che gli_attori davanti agli_studenti_figli la_ragazza,masculine,singular,masculine,plural,masculine,plural,3668,figli,ricordano,difende,V2,difendono,verb_noun,1822,SPP,-7,NaN,NaN,4,contadino,ricorda,attori,studenti,figli,ragazza,8.61211274558439,7,embedding_mental____SPP
embedding_mental_SR,le_amiche ricordano che i_figli interrompono il_bambino,feminine,plural,masculine,plural,NaN,NaN,3540,NaN,ricorda,interrompe,NaN,NaN,acceptable,3540,PP,0,NaN,NaN,3,amiche,ricordano,figli,interrompono,bambino,,7.70283433914908,7.8,embedding_mental_SR_PP
objrel_nounpp,lo_studente che il_bambino davanti al_fratello difendono interrompe la_madre,masculine,singular,masculine,singular,masculine,singular,4026,difendono,difendono,interrompono,V1,difende,num_violation,3110,SSS,7,NaN,NaN,1,studente,bambino,fratello,difendono,interrompe,madre,8.19231171040143,7.83333333333333,objrel_nounpp_______SSS
objrel_that,il_ragazzo che i_fratelli bloccano ricorda i_padri,masculine,singular,masculine,plural,NaN,NaN,1255,NaN,blocca,ricordano,NaN,NaN,acceptable,1255,SP,0,NaN,NaN,3,ragazzo,fratelli,bloccano,ricorda,padri,,8.12625302337708,7,objrel_that_________SP
objrel_that,gli_uomini che i_ragazzi difendono blocca il_contadino,masculine,plural,masculine,plural,NaN,NaN,2598,blocca,difende,blocca,V2,bloccano,num_violation,1561,PP,5,NaN,NaN,2,uomini,ragazzi,difendono,blocca,contadino,,7.83833411547318,7.4,objrel_that_________PP
objrel_nounpp,la_figlia che gli_amici dietro ai_ragazzi evitano indico la_sorella,feminine,singular,masculine,plural,masculine,plural,1670,indico,evita,indicano,V2,indica,wrong_person,6124,SPP,-8,NaN,NaN,5,figlia,amici,ragazzi,evitano,indico,sorella,8.31677713122115,6.33333333333333,objrel_nounpp_______SPP
objrel_nounpp,le_studentesse che le_filosofie davanti alla_donna attrae indicano i_contadini,feminine,plural,masculine,singular,feminine,singular,882,filosofie,attraggono,indica,N2,l'attore,abstract,5824,PSS,-3,NaN,NaN,4,studentesse,filosofie,donna,attrae,indicano,contadini,6.46546001860483,8,objrel_nounpp_______PSS
objrel_that,le_contadine che la_figlia accoglie ignora la_sorella,feminine,plural,feminine,singular,NaN,NaN,335,ignora,accolgono,ignora,V2,ignorano,num_violation,4729,PS,5,NaN,NaN,2,contadine,figlia,accoglie,ignora,sorella,,6.7745682312236,7.2,objrel_that_________PS
objrel_nounpp,la_sorella che il_bambino dietro al_padre ignora criticare le_ragazze,feminine,singular,masculine,singular,masculine,singular,2000,criticare,ignorano,criticano,V2,critica,infinitive,2508,SSS,-8,NaN,NaN,5,sorella,bambino,padre,ignora,criticare,ragazze,8.81558754071842,6.83333333333333,objrel_nounpp_______SSS
embedding_mental,la_donna dichiara che la_figlia dietro alla_bambina fermo i_ragazzi,feminine,singular,feminine,singular,feminine,singular,1350,fermo,dichiarano,fermano,V2,ferma,wrong_person,2197,SSS,-7,NaN,NaN,5,donna,dichiara,figlia,bambina,fermo,ragazzi,9.49534305388097,6.33333333333333,embedding_mental____SSS
embedding_mental_SR,il_fratello dice che l'_amica criticano le_contadine,masculine,singular,feminine,singular,NaN,NaN,3308,criticano,dicono,criticano,V2,critica,num_violation,1429,SS,5,NaN,NaN,1,fratello,dice,amica,criticano,contadine,,7.58030407932418,7,embedding_mental_SR_SS
embedding_mental,l'_amica dice che la_contadina accanto alle_bambine interrompe i_fratelli,feminine,singular,feminine,singular,feminine,plural,673,NaN,dicono,interrompono,NaN,NaN,acceptable,673,SSP,0,NaN,NaN,4,amica,dice,contadina,bambine,interrompe,fratelli,7.75816134875028,7.16666666666667,embedding_mental____SSP
embedding_mental,lo_studente dichiara che le_amiche davanti agli_attori indicano la_figlia,masculine,singular,feminine,plural,masculine,plural,2006,NaN,dichiarano,indica,NaN,NaN,acceptable,2006,SPP,0,NaN,NaN,2,studente,dichiara,amiche,attori,indicano,figlia,7.76662375414972,7,embedding_mental____SPP
objrel_that,i_ragazzi che i_padri accolgono critica il_fratello,masculine,plural,masculine,plural,NaN,NaN,2747,critica,accoglie,critica,V2,criticano,num_violation,2397,PP,5,NaN,NaN,1,ragazzi,padri,accolgono,critica,fratello,,7.74985713609849,7.2,objrel_that_________PP
embedding_mental_SR,le_madri dicono che la_studentessa indicano i_fratelli,feminine,plural,feminine,singular,NaN,NaN,416,indicano,dice,indicano,V2,indica,num_violation,3186,PS,5,NaN,NaN,5,madri,dicono,studentessa,indicano,fratelli,,7.82386586166102,7.6,embedding_mental_SR_PS
embedding_mental,l'_uomo dice che gli_studenti vicino alle_figlie fermate la_donna,masculine,singular,masculine,plural,feminine,plural,3582,fermate,dicono,ferma,V2,fermano,wrong_person,2002,SPP,-7,NaN,NaN,1,uomo,dice,studenti,figlie,fermate,donna,9.27295446033049,5.66666666666667,embedding_mental____SPP
objrel_that,il_figlio che i_ragazzi fermano incontrare i_bambini,masculine,singular,masculine,plural,NaN,NaN,3574,incontrare,ferma,incontrano,V2,incontra,infinitive,5509,SP,-5,NaN,NaN,5,figlio,ragazzi,fermano,incontrare,bambini,,9.23490983203093,7.4,objrel_that_________SP
embedding_mental_SR,l'_attrice ricorda che le_madri ferma l'_amico,feminine,singular,feminine,plural,NaN,NaN,1050,ferma,ricordano,ferma,V2,fermano,num_violation,2096,SP,5,NaN,NaN,2,attrice,ricorda,madri,ferma,amico,,8.78900328541445,5.8,embedding_mental_SR_SP
objrel_that,il_ragazzo che i_fratelli conosce attrae le_madri,masculine,singular,masculine,plural,NaN,NaN,3644,conosce,conosce,attraggono,V1,conoscono,num_violation,1948,SP,4,NaN,NaN,3,ragazzo,fratelli,conosce,attrae,madri,,8.16059329537021,6.6,objrel_that_________SP
objrel_that,i_contadini che l'_amico interrompe indica l'_attore,masculine,plural,masculine,singular,NaN,NaN,2895,indica,interrompono,indica,V2,indicano,num_violation,5738,PS,5,NaN,NaN,4,contadini,amico,interrompe,indica,attore,,7.66840579444565,7.2,objrel_that_________PS
embedding_mental,il_padre ricorda che i_ragazzi vicino ai_figli interrompe i_fratelli,masculine,singular,masculine,plural,masculine,plural,3689,interrompe,ricordano,interrompe,V2,interrompono,num_violation,3364,SPP,7,NaN,NaN,3,padre,ricorda,ragazzi,figli,interrompe,fratelli,9.15425052769356,7,embedding_mental____SPP
objrel_that,il_contadino che le_figlie fermano ama la_bambina,masculine,singular,feminine,plural,NaN,NaN,1080,NaN,ferma,amano,NaN,NaN,acceptable,1080,SP,0,NaN,NaN,4,contadino,figlie,fermano,ama,bambina,,7.64908448711918,6.4,objrel_that_________SP
objrel_nounpp,gli_uomini che i_figli accanto alle_attrici ignorano accolgono la_madre,masculine,plural,masculine,plural,feminine,plural,3179,NaN,ignora,accoglie,NaN,NaN,acceptable,3179,PPP,0,NaN,NaN,2,uomini,figli,attrici,ignorano,accolgono,madre,7.50023730372282,6.66666666666667,objrel_nounpp_______PPP
objrel_that,la_ragazza che la_madre criticano accoglie i_figli,feminine,singular,feminine,singular,NaN,NaN,1447,criticano,criticano,accolgono,V1,critica,num_violation,2601,SS,4,NaN,NaN,1,ragazza,madre,criticano,accoglie,figli,,7.92934776913486,6.8,objrel_that_________SS
objrel_nounpp,i_bambini che la_studentessa davanti ai_contadini guardano ignorano il_padre,masculine,plural,feminine,singular,masculine,plural,2423,guardano,guardano,ignora,V1,guarda,num_violation,4531,PSP,7,NaN,NaN,5,bambini,studentessa,contadini,guardano,ignorano,padre,7.80645248810732,8,objrel_nounpp_______PSP
objrel_that,il_contadino che i_figli blocca ignora le_madri,masculine,singular,masculine,plural,NaN,NaN,3538,blocca,blocca,ignorano,V1,bloccano,num_violation,1463,SP,4,NaN,NaN,2,contadino,figli,blocca,ignora,madri,,7.17972884280753,6.2,objrel_that_________SP
objrel_that,le_attrici che il_contadino incontra amano le_ragazze,feminine,plural,masculine,singular,NaN,NaN,2554,NaN,incontrano,ama,NaN,NaN,acceptable,2554,PS,0,NaN,NaN,3,attrici,contadino,incontra,amano,ragazze,,7.24805383817481,7.2,objrel_that_________PS
objrel_that,le_contadine che il_figlio guarda critica la_donna,feminine,plural,masculine,singular,NaN,NaN,832,critica,guardano,critica,V2,criticano,num_violation,2372,PS,5,NaN,NaN,1,contadine,figlio,guarda,critica,donna,,8.49481998597204,6.6,objrel_that_________PS
embedding_mental,gli_uomini dicono che i_padri dietro alle_attrici incontrano le_amiche,masculine,plural,masculine,plural,feminine,plural,3615,NaN,dice,incontra,NaN,NaN,acceptable,3615,PPP,0,NaN,NaN,3,uomini,dicono,padri,attrici,incontrano,amiche,7.79036478301274,6.66666666666667,embedding_mental____PPP
embedding_mental,il_padre ricorda che i_ragazzi vicino ai_figli interrompete i_fratelli,masculine,singular,masculine,plural,masculine,plural,3689,interrompete,ricordano,interrompe,V2,interrompono,wrong_person,3328,SPP,-7,NaN,NaN,4,padre,ricorda,ragazzi,figli,interrompete,fratelli,9.06942474172186,7.33333333333333,embedding_mental____SPP
embedding_mental,le_attrici dicono che il_padre davanti all'_amico indicano i_fratelli,feminine,plural,masculine,singular,masculine,singular,959,indicano,dice,indicano,V2,indica,num_violation,3233,PSS,7,NaN,NaN,2,attrici,dicono,padre,amico,indicano,fratelli,8.87741363429394,6.5,embedding_mental____PSS
