UniqueConditionAggragated,FreqConditions_1,FreqConditions_2,FreqConditions_3,FreqConditions_4,FreqConditions_5,FreqConditions_6,LengthConditions_1,LengthConditions_2,LengthConditions_3,LengthConditions_4,LengthConditions_5,LengthConditions_6
embedding_mental_SR_PP,7.54461590208791,6.78046219299363,8.30519508925712,5.0289758598692,9.04041802909742,NaN,7.3125,8.5625,6.125,8.375,6.4375,NaN
embedding_mental_SR_PS,7.80059690741073,7.39680883425138,9.87089068906117,5.96609035416237,8.86351061910951,NaN,6.4375,7.9375,6,7.625,6.0625,NaN
embedding_mental_SR_SP,7.66275045319471,9.70125027479346,8.15194838589494,6.17327433758105,9.31883926252756,NaN,7.91666666666667,5.41666666666667,6.91666666666667,8.25,6.75,NaN
embedding_mental_SR_SS,8.97605520825007,8.61597537350104,9.87660557152074,7.15213914826114,8.62939555852449,NaN,6.375,6.3125,6.4375,7.3125,5.9375,NaN
embedding_mental____PPP,8.43853172086218,7.19617362913535,7.9663924071501,7.91718034753095,6.44132600129877,9.02758475064254,6.1875,8.125,6.75,7.4375,7.75,5.875
embedding_mental____PPS,8.70374012368095,6.66435553236144,7.65297262870443,9.81470952820202,6.37634127780011,8.90399132638218,6.61111111111111,8.61111111111111,7.27777777777778,6.61111111111111,8.33333333333333,6.61111111111111
embedding_mental____PSP,7.47991534256939,7.08167152693758,9.65822101320631,8.14002116859347,5.59507282990376,9.33998370227617,7.5,8.16666666666667,6.58333333333333,6.41666666666667,8,6.33333333333333
embedding_mental____PSS,8.47634445107502,7.31067573133313,9.74819732246478,10.0247839881047,6.55900088159914,8.85728050715793,6.66666666666667,8.08333333333333,5.75,6,7.08333333333333,6.58333333333333
embedding_mental____SPP,8.52331522430894,9.29564218616673,9.06614787603775,8.56881479647022,6.23984201117328,8.11806064232579,6.93333333333333,6,6.8,6.93333333333333,7.93333333333333,6.4
embedding_mental____SPS,9.37462554260935,8.37658568492911,8.43091492477223,9.06186778763681,6.42126816349646,9.36466727569284,6.72222222222222,6.5,6.88888888888889,7.11111111111111,8.16666666666667,6.66666666666667
embedding_mental____SSP,9.15267308340814,9.52550241862929,9.48284724413682,8.90312926726292,7.07950669398356,8.79339963105203,6.15384615384615,5.76923076923077,6.84615384615385,6.30769230769231,7.07692307692308,7.07692307692308
embedding_mental____SSS,9.42045231357737,8.62753880520753,9.44233051930778,9.44878049868002,6.69408928240269,9.21151791857165,6.6875,6.75,6.1875,7.25,6.4375,6.1875
objrel_nounpp_______PPP,8.22522343571986,7.94377598035305,7.39408193846076,5.68768784630019,5.37163423720505,8.73140168133686,6.80555555555556,6.94444444444444,6.69444444444444,8.22222222222222,8.41666666666667,6.72222222222222
objrel_nounpp_______PPS,8.21418102369193,7.64820198932554,9.28043871225813,6.276459872515,6.36096632156426,8.8315303011261,6.57575757575758,6.84848484848485,6.54545454545455,7.93939393939394,7.87878787878788,7.15151515151515
objrel_nounpp_______PSP,8.28577454382517,9.28733773092354,8.06909163864974,6.53883087936123,5.93874952486831,8.1883488379569,6.8,6.08,7.04,6.96,7.96,7.12
objrel_nounpp_______PSS,8.2453535446154,9.43217970569691,9.44016515301408,6.40095709359842,5.89960616761356,7.9021227737129,6.82142857142857,7.14285714285714,6.17857142857143,7.35714285714286,7.60714285714286,7.42857142857143
objrel_nounpp_______SPP,9.44982506040542,7.87557437269421,8.26801815026644,5.82211162210349,7.2342630031878,9.32361337250167,6.77777777777778,7,6.77777777777778,8,7,6.48148148148148
objrel_nounpp_______SPS,9.21051555520098,8.13398264464462,9.5384450782635,5.77331988610007,7.07663653819988,8.71043898825294,6.54285714285714,6.97142857142857,6.37142857142857,8.22857142857143,6.82857142857143,7
objrel_nounpp_______SSP,9.96256588713092,8.89882250777953,7.90067852677199,7.0501269967937,6.93621712622256,8.92771623507939,6.14285714285714,7.42857142857143,6.92857142857143,6.82142857142857,6.64285714285714,6.5
objrel_nounpp_______SSS,9.7338321548366,9.66810971423429,9.68236272138969,6.90205817273333,7.24814324357879,8.3361929028683,6.89285714285714,6.42857142857143,6.14285714285714,7.25,7.03571428571429,6.35714285714286
objrel_that_________PP,7.57240686952355,8.0272738922944,5.64755327143922,6.31768870907908,8.80703595399103,NaN,7.03448275862069,7.13793103448276,8.31034482758621,7.82758620689655,6.55172413793103,NaN
objrel_that_________PS,7.76731756481664,10.0975691023614,7.32730684368171,5.66484720060228,8.98878048223479,NaN,6.71428571428571,6.34285714285714,6.74285714285714,7.88571428571429,6.62857142857143,NaN
objrel_that_________SP,9.12590386537489,7.93485800689079,5.90994342990954,6.36190915628662,9.14894643128955,NaN,6.93548387096774,6.61290322580645,8.32258064516129,7.2258064516129,6.29032258064516,NaN
objrel_that_________SS,9.52622843787791,8.87594636687171,6.57223282581836,7.45786932857571,9.24972072247254,NaN,6.36,7.12,6.92,6.36,6.52,NaN
