Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
embedding_mental,le_studentesse dichiarano che i_bambini vicino alla_contadina attraggono la_ragazza,feminine,plural,masculine,plural,feminine,singular,3503,NaN,dichiara,attrae,NaN,NaN,acceptable,3503,PPS,0,NaN,NaN,4,studentesse,dichiarano,bambini,contadina,attraggono,ragazza,6.75427398791313,9,embedding_mental____PPS
objrel_that,i_contadini che il_padre ricorda attrarre il_fratello,masculine,plural,masculine,singular,NaN,NaN,2887,attrarre,ricordano,attrae,V2,attraggono,infinitive,1140,PS,-5,NaN,NaN,1,contadini,padre,ricorda,attrarre,fratello,,8.51593814940129,7.4,objrel_that_________PS
embedding_mental,la_donna dice che gli_studenti dietro all'_attrice incontra le_madri,feminine,singular,masculine,plural,feminine,singular,1603,incontra,dicono,incontra,V2,incontrano,num_violation,2792,SPS,7,NaN,NaN,4,donna,dice,studenti,attrice,incontra,madri,8.48948727891867,6.16666666666667,embedding_mental____SPS
objrel_that,le_sorelle che la_madre difendono accolgono i_bambini,feminine,plural,feminine,singular,NaN,NaN,456,difendono,difendono,accoglie,V1,difende,num_violation,3131,PS,4,NaN,NaN,5,sorelle,madre,difendono,accolgono,bambini,,7.42506291877788,7.4,objrel_that_________PS
objrel_nounpp,i_fratelli che il_padre davanti al_ragazzo guardano osservano le_sorelle,masculine,plural,masculine,singular,masculine,singular,3005,guardano,guardano,osserva,V1,guarda,num_violation,4545,PSS,7,NaN,NaN,1,fratelli,padre,ragazzo,guardano,osservano,sorelle,8.42444794739469,7.33333333333333,objrel_nounpp_______PSS
objrel_that,le_sorelle che gli_studenti ricorda evitano l'_attore,feminine,plural,masculine,plural,NaN,NaN,694,ricorda,ricorda,evita,V1,ricordano,num_violation,7263,PP,4,NaN,NaN,4,sorelle,studenti,ricorda,evitano,attore,,7.49178935613137,7,objrel_that_________PP
objrel_nounpp,le_bambine che le_madri davanti all'_uomo ignorano accolgono le_donne,feminine,plural,feminine,plural,masculine,singular,3658,NaN,ignora,accoglie,NaN,NaN,acceptable,3658,PPS,0,NaN,NaN,5,bambine,madri,uomo,ignorano,accolgono,donne,7.36565543027438,6.33333333333333,objrel_nounpp_______PPS
objrel_nounpp,l'_attrice che le_figlie vicino ai_bambini indica conosce l'_uomo,feminine,singular,feminine,plural,masculine,plural,1144,indica,indica,conoscono,V1,indicano,num_violation,5753,SPP,7,NaN,NaN,4,attrice,figlie,bambini,indica,conosce,uomo,8.81203154791821,6.16666666666667,objrel_nounpp_______SPP
objrel_that,i_bambini che gli_studenti difende ignorano l'_attrice,masculine,plural,masculine,plural,NaN,NaN,2605,difende,difende,ignora,V1,difendono,num_violation,2984,PP,4,NaN,NaN,2,bambini,studenti,difende,ignorano,attrice,,7.19504933693195,7.4,objrel_that_________PP
embedding_mental_SR,il_figlio ricorda che il_contadino amico lo_studente,masculine,singular,masculine,singular,NaN,NaN,3839,amico,ricordano,ignorano,V2,ignora,verb_noun,346,SS,-5,NaN,NaN,2,figlio,ricorda,contadino,amico,studente,,9.13095516135376,7,embedding_mental_SR_SS
