Sentence,Sentence_Type,condition,slide,Element_changed,Violation_Type
la_studentessa che l'_attore davanti all'_amica evita incontrano il_fratello,objrel_nounpp,SSS,8,V2,num_violation
i_padri dichiarano che l'_attrice davanti al_ragazzo difende il_figlio,embedding_mental,PSS,0,NaN,acceptable
il_figlio dichiara che la_studentessa accanto alla_madre difendono le_attrici,embedding_mental,SSS,7,V2,num_violation
le_donne che l'_attrice conosce incontrano i_figli,objrel_that,PS,0,NaN,acceptable
i_contadini dicono che le_amiche guardano la_sorella,embedding_mental_SR,PP,0,NaN,acceptable
le_figlie dichiarano che l'_uomo accanto ai_contadini attrae la_sorella,embedding_mental,PSP,0,NaN,acceptable
i_fratelli dicono che gli_attori davanti ai_figli incontra il_bambino,embedding_mental,PPP,7,V2,num_violation
le_televisioni che il_bambino accoglie evitano l'_attore,objrel_that,PS,-1,N1,inanimate
la_figlia che le_sorelle vicino alla_madre fermano guarda i_fratelli,objrel_nounpp,SPS,0,NaN,acceptable
gli_amici dicono che il_bambino difende i_fratelli,embedding_mental_SR,PS,0,NaN,acceptable
il_contadino dice che le_bambine incontrate la_ragazza,embedding_mental_SR,SP,-5,V2,wrong_person
le_bambine che le_attrici dietro alla_ragazza guardano figlio la_figlia,objrel_nounpp,PPS,-8,V2,verb_noun
gli_amici ricordano che le_studentesse davanti al_padre donna il_figlio,embedding_mental,PPS,-7,V2,verb_noun
gli_uomini dicono che il_figlio davanti agli_amici incontra la_studentessa,embedding_mental,PSP,0,NaN,acceptable
il_piacere che i_figli davanti ai_padri criticano guarda le_ragazze,objrel_nounpp,SPP,-1,N1,abstract
il_figlio che lo_studente conosce salutano le_sorelle,objrel_that,SS,5,V2,num_violation
i_figli dicono che l'_amica accanto al_ragazzo interrompono lo_studente,embedding_mental,PSS,7,V2,num_violation
i_contadini che l'_amica accanto alle_donne accoglie guardano i_padri,objrel_nounpp,PSP,0,NaN,acceptable
gli_studenti dichiarano che le_contadine accanto alla_ragazza conosce l'_amico,embedding_mental,PPS,7,V2,num_violation
lo_studente che le_attrici dietro ai_fratelli difendono attrae la_sorella,objrel_nounpp,SPP,0,NaN,acceptable
i_contadini che i_fratelli evitare interrompono i_figli,objrel_that,PP,-4,V1,infinitive
il_ragazzo che gli_attori criticano amano le_madri,objrel_that,SP,5,V2,num_violation
le_madri dichiarano che la_figlia dietro alla_contadina critica gli_studenti,embedding_mental,PSS,0,NaN,acceptable
i_bambini che lo_studente dietro all'_attore saluta indicano le_madri,objrel_nounpp,PSS,0,NaN,acceptable
i_figli dichiarano che gli_amici vicino alle_madri interrompono le_studentesse,embedding_mental,PPP,0,NaN,acceptable
l'_attrice che le_studentesse accanto ai_figli attraggono indicare gli_amici,objrel_nounpp,SPP,-8,V2,infinitive
le_donne dicono che l'_amico dietro alle_ragazze ignorano i_figli,embedding_mental,PSP,7,V2,num_violation
le_amiche ricordano che gli_attori ragazzo i_figli,embedding_mental_SR,PP,-5,V2,verb_noun
il_bambino che le_madri vicino all'_attore amano conoscono l'_amico,objrel_nounpp,SPS,8,V2,num_violation
l'_amico dice che le_attrici vicino agli_uomini ignorano la_sorella,embedding_mental,SPP,0,NaN,acceptable
la_donna che l'_attrice conosce ama la_bambina,objrel_that,SS,0,NaN,acceptable
i_fratelli ricordano che il_figlio dietro agli_uomini amare le_bambine,embedding_mental,PSP,-7,V2,infinitive
la_bambina dichiara che le_figlie studenti i_fratelli,embedding_mental_SR,SP,-5,V2,verb_noun
i_contadini ricordano che le_amiche interrompe la_madre,embedding_mental_SR,PP,5,V2,num_violation
le_ragazze che i_bambini accanto alle_sorelle difendiamo amano gli_amici,objrel_nounpp,PPP,-7,V1,wrong_person
la_bambina che la_contadina davanti agli_attori ignora attrae i_padri,objrel_nounpp,SSP,0,NaN,acceptable
i_ragazzi ricordano che la_figlia ama gli_studenti,embedding_mental_SR,PS,0,NaN,acceptable
la_studentessa ricorda che la_ragazza dietro all'_uomo accolgono il_fratello,embedding_mental,SSS,7,V2,num_violation
il_contadino dice che lo_studente dietro ai_padri ignorano i_bambini,embedding_mental,SSP,7,V2,num_violation
il_contadino dice che la_donna vicino al_padre incontrano la_bambina,embedding_mental,SSS,7,V2,num_violation
la_figlia che la_diatriba vicino ai_fratelli bloccano osserva l'_uomo,objrel_nounpp,SPP,-3,N2,abstract
le_ragazze ricordano che il_padre vicino al_contadino figlio il_bambino,embedding_mental,PSS,-7,V2,verb_noun
i_figli che l'_attrice indicano attraggono l'_amico,objrel_that,PS,4,V1,num_violation
il_figlio che i_contadini evitano incontra il_ragazzo,objrel_that,SP,0,NaN,acceptable
le_attrici che il_contadino davanti al_ragazzo osserva bloccano gli_amici,objrel_nounpp,PSS,0,NaN,acceptable
la_donna che i_ragazzi davanti agli_amici conoscono attrae gli_uomini,objrel_nounpp,SPP,0,NaN,acceptable
gli_studenti che i_contadini dietro al_padre salutano difendono la_ragazza,objrel_nounpp,PPS,0,NaN,acceptable
le_amiche che i_padri vicino ai_contadini conosce attraggono le_studentesse,objrel_nounpp,PPP,7,V1,num_violation
l'_amico che il_ragazzo davanti all'_attrice ignora criticare le_madri,objrel_nounpp,SSS,-8,V2,infinitive
le_madri che il_figlio dietro alle_attrici ignora contadine il_ragazzo,objrel_nounpp,PSP,-8,V2,verb_noun
lo_studente dice che il_figlio davanti all'_uomo ignora le_madri,embedding_mental,SSS,0,NaN,acceptable
il_ragazzo dichiara che il_piacere davanti all'_amico conosce la_studentessa,embedding_mental,SSS,-4,N2,abstract
i_padri ricordano che la_bambina accanto ai_fratelli difendi il_ragazzo,embedding_mental,PSP,-7,V2,wrong_person
la_madre che le_attrici vicino al_fratello incontrano evita il_bambino,objrel_nounpp,SPS,0,NaN,acceptable
il_padre che le_attrici attrae accoglie il_fratello,objrel_that,SP,4,V1,num_violation
la_studentessa che gli_amici vicino alle_figlie indica interrompe le_ragazze,objrel_nounpp,SPP,7,V1,num_violation
l'_uomo che la_contadina dietro alla_madre ferma interrompono gli_studenti,objrel_nounpp,SSS,8,V2,num_violation
i_figli che le_attrici ferma criticano la_contadina,objrel_that,PP,4,V1,num_violation
il_ragazzo che la_studentessa attraggono difende il_padre,objrel_that,SS,4,V1,num_violation
le_attrici che i_figli davanti alla_studentessa salutano interrompono le_contadine,objrel_nounpp,PPS,0,NaN,acceptable
la_donna che le_contadine evita ama gli_studenti,objrel_that,SP,4,V1,num_violation
il_bambino dice che il_fratello accanto alle_attrici difende le_amiche,embedding_mental,SSP,0,NaN,acceptable
i_contadini che i_fratelli accanto alle_ragazze accoglie amano gli_attori,objrel_nounpp,PPP,7,V1,num_violation
le_sorelle che la_ragazza ricorda accogliamo i_padri,objrel_that,PS,-5,V2,wrong_person
l'_amico ricorda che il_ragazzo dietro alla_bambina indicare i_contadini,embedding_mental,SSS,-7,V2,infinitive
i_fratelli che lo_studente contadini guardano il_contadino,objrel_that,PS,-4,V1,verb_noun
gli_attori che la_sorella accanto alla_studentessa osserva figlia le_amiche,objrel_nounpp,PSS,-8,V2,verb_noun
le_matite che il_contadino davanti agli_uomini conosce evitano l'_amica,objrel_nounpp,PSP,-1,N1,inanimate
le_donne che il_fratello davanti ai_contadini interrompere conoscono i_bambini,objrel_nounpp,PSP,-7,V1,infinitive
i_figli dicono che la_madre incontro la_bambina,embedding_mental_SR,PS,-5,V2,wrong_person
la_donna che il_bambino guarda salutano le_madri,objrel_that,SS,5,V2,num_violation
i_salti che la_studentessa vicino alle_contadine indica accolgono le_sorelle,objrel_nounpp,PSP,-1,N1,abstract
le_contadine dichiarano che i_padri davanti ai_ragazzi osservate le_madri,embedding_mental,PPP,-7,V2,wrong_person
i_figli dicono che l'_amica davanti alla_bambina saluta le_attrici,embedding_mental,PSS,0,NaN,acceptable
l'_attore che la_madre ricorda incontra le_figlie,objrel_that,SS,0,NaN,acceptable
il_sedile che l'_attore vicino alle_donne osserva ferma le_figlie,objrel_nounpp,SSP,-1,N1,inanimate
il_fratello ricorda che l'_attore vicino alle_figlie difendo la_bambina,embedding_mental,SSP,-7,V2,wrong_person
le_donne che l'_amica accanto ai_figli difende ricorda il_bambino,objrel_nounpp,PSP,8,V2,num_violation
le_sorelle che il_figlio ama indicare gli_studenti,objrel_that,PS,-5,V2,infinitive
il_figlio che le_ragazze guarda difende i_contadini,objrel_that,SP,4,V1,num_violation
gli_amici dichiarano che gli_uomini osservano l'_attore,embedding_mental_SR,PP,0,NaN,acceptable
gli_attori che la_figlia accanto all'_amico criticano conoscono il_padre,objrel_nounpp,PSS,7,V1,num_violation
la_figlia ricorda che la_ragazza vicino alle_sorelle indicano il_bambino,embedding_mental,SSP,7,V2,num_violation
gli_attori che il_fratello davanti ai_contadini critica attraiamo la_figlia,objrel_nounpp,PSP,-8,V2,wrong_person
le_figlie che le_attrici ricorda difendono la_donna,objrel_that,PP,4,V1,num_violation
gli_studenti che le_amiche evitano fermano il_ragazzo,objrel_that,PP,0,NaN,acceptable
il_padre dice che la_studentessa conoscono l'_attore,embedding_mental_SR,SS,5,V2,num_violation
