Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,il_ragazzo che le_donne accanto alla_studentessa bloccano saluta i_fratelli,masculine,singular,feminine,plural,feminine,singular,1307,NaN,blocca,salutano,NaN,NaN,acceptable,1307,SPS,0,NaN,NaN,1,ragazzo,donne,studentessa,bloccano,saluta,fratelli,8.08831461244367,7.5,objrel_nounpp_______SPS
objrel_nounpp,il_figlio che gli_uomini accanto alle_sorelle accolgono difendere l'_amico,masculine,singular,masculine,plural,feminine,plural,3542,difendere,accoglie,difendono,V2,difende,infinitive,3044,SPP,-8,NaN,NaN,1,figlio,uomini,sorelle,accolgono,difendere,amico,8.55767507698054,7,objrel_nounpp_______SPP
objrel_nounpp,la_ragazza che le_madri vicino al_fratello ignora ferma l'_attrice,feminine,singular,feminine,plural,masculine,singular,1247,ignora,ignora,fermano,V1,ignorano,num_violation,4763,SPS,7,NaN,NaN,5,ragazza,madri,fratello,ignora,ferma,attrice,8.39898042584336,6.33333333333333,objrel_nounpp_______SPS
embedding_mental,le_sorelle ricordano che la_ragazza dietro alle_donne interrompono l'_attore,feminine,plural,feminine,singular,feminine,plural,304,interrompono,ricorda,interrompono,V2,interrompe,num_violation,3540,PSP,7,NaN,NaN,2,sorelle,ricordano,ragazza,donne,interrompono,attore,7.75540834648804,7.66666666666667,embedding_mental____PSP
objrel_nounpp,i_fratelli che il_padre dietro alle_figlie interrompe osservano la_madre,masculine,plural,masculine,singular,feminine,plural,2388,NaN,interrompono,osserva,NaN,NaN,acceptable,2388,PSP,0,NaN,NaN,1,fratelli,padre,figlie,interrompe,osservano,madre,8.08876215750825,7.16666666666667,objrel_nounpp_______PSP
objrel_nounpp,la_sorella che l'_attrice vicino alle_donne blocco osserva i_figli,feminine,singular,feminine,singular,feminine,plural,1314,blocco,bloccano,osservano,V1,blocca,wrong_person,1771,SSP,-7,NaN,NaN,1,sorella,attrice,donne,blocco,osserva,figli,8.54609238191576,6.16666666666667,objrel_nounpp_______SSP
embedding_mental,il_ragazzo dichiara che i_fratelli dietro alla_donna evitano gli_attori,masculine,singular,masculine,plural,feminine,singular,1149,NaN,dichiarano,evita,NaN,NaN,acceptable,1149,SPS,0,NaN,NaN,2,ragazzo,dichiara,fratelli,donna,evitano,attori,8.05879367437191,6.83333333333333,embedding_mental____SPS
embedding_mental_SR,i_dispiaceri dicono che la_studentessa blocca le_figlie,masculine,plural,feminine,singular,NaN,NaN,2490,dispiaceri,dice,bloccano,N1,i ragazzi,abstract,2098,PS,-1,NaN,NaN,2,dispiaceri,dicono,studentessa,blocca,figlie,,7.1240260334069,7.8,embedding_mental_SR_PS
objrel_that,la_bambina che i_fratelli difende interrompe la_figlia,feminine,singular,masculine,plural,NaN,NaN,1569,difende,difende,interrompono,V1,difendono,num_violation,2934,SP,4,NaN,NaN,3,bambina,fratelli,difende,interrompe,figlia,,7.79923405929168,7.6,objrel_that_________SP
objrel_nounpp,le_ragazze che le_madri accanto agli_attori difendono sogna i_bambini,feminine,plural,feminine,plural,masculine,plural,177,sogna,difende,saluta,V2,salutano,num_violation,7911,PPP,8,NaN,NaN,4,ragazze,madri,attori,difendono,sogna,bambini,7.4961774971148,6.5,objrel_nounpp_______PPP
