Sentence,Sentence_Type,condition,slide,Element_changed,Violation_Type
le_figlie che i_contadini davanti alla_studentessa evitano salutano la_donna,objrel_nounpp,PPS,0,NaN,acceptable
i_fratelli che le_attrici dietro alla_studentessa evita fermano il_contadino,objrel_nounpp,PPS,7,V1,num_violation
la_sorella che la_ragazza salutano indica i_contadini,objrel_that,SS,4,V1,num_violation
i_figli che il_bambino davanti al_ragazzo conosce sogna l'_amica,objrel_nounpp,PSS,8,V2,num_violation
il_fratello che le_ragazze dietro alle_amiche salutano osserva le_studentesse,objrel_nounpp,SPP,0,NaN,acceptable
la_figlia dichiara che le_ragazze vicino ai_contadini guarda le_bambine,embedding_mental,SPP,7,V2,num_violation
il_salto che le_contadine fermano indica le_attrici,objrel_that,SP,-1,N1,abstract
le_ragazze dichiarano che gli_attori dietro alla_contadina difendono il_bambino,embedding_mental,PPS,0,NaN,acceptable
i_quaderni che l'_amico evita ricordano la_figlia,objrel_that,PS,-1,N1,inanimate
i_padri che la_sorella accanto al_contadino saluta interrompono la_bambina,objrel_nounpp,PSS,0,NaN,acceptable
le_contadine che gli_amici accanto alle_attrici interrompe difendono la_figlia,objrel_nounpp,PPP,7,V1,num_violation
l'_amico che la_figlia davanti ai_padri blocca saluta la_sorella,objrel_nounpp,SSP,0,NaN,acceptable
i_fratelli dicono che la_ragazza davanti alla_bambina amiche il_figlio,embedding_mental,PSS,-7,V2,verb_noun
l'_amico dice che gli_attori dietro al_fratello bloccano i_contadini,embedding_mental,SPS,0,NaN,acceptable
la_donna che le_contadine davanti alla_sorella evitare ferma i_fratelli,objrel_nounpp,SPS,-7,V1,infinitive
gli_attori che l'_amico incontra ricorda l'_uomo,objrel_that,PS,5,V2,num_violation
i_bambini dicono che la_sorella accanto agli_amici accoglie la_studentessa,embedding_mental,PSP,0,NaN,acceptable
i_compassi che gli_attori accolgono amano gli_amici,objrel_that,PP,-1,N1,inanimate
la_ragazza che il_bambino davanti ai_fratelli saluta guarda la_figlia,objrel_nounpp,SSP,0,NaN,acceptable
la_ragazza che le_madri davanti ai_fratelli guardano attraggo l'_amica,objrel_nounpp,SPP,-8,V2,wrong_person
i_bambini dicono che i_figli attraggono lo_studente,embedding_mental_SR,PP,0,NaN,acceptable
la_figlia che il_padre dietro ai_ragazzi attrae saluta il_contadino,objrel_nounpp,SSP,0,NaN,acceptable
i_bambini che le_figlie davanti ai_fratelli osservano attrici i_padri,objrel_nounpp,PPP,-8,V2,verb_noun
la_madre ricorda che la_contadina vicino ai_bambini evitano i_ragazzi,embedding_mental,SSP,7,V2,num_violation
la_ragazza dice che le_donne fermare il_bambino,embedding_mental_SR,SP,-5,V2,infinitive
le_figlie che i_padri accanto alle_amiche incontrano conosce il_bambino,objrel_nounpp,PPP,8,V2,num_violation
le_studentesse ricordano che le_figlie attrae il_contadino,embedding_mental_SR,PP,5,V2,num_violation
i_ragazzi dicono che la_bambina dietro alla_contadina ama il_figlio,embedding_mental,PSS,0,NaN,acceptable
la_studentessa che l'_amico attrae indico i_padri,objrel_that,SS,-5,V2,wrong_person
i_dolori che la_bambina davanti alle_ragazze conosce criticano i_padri,objrel_nounpp,PSP,-1,N1,abstract
le_attrici che la_contadina dietro all'_uomo interrompe attraete la_madre,objrel_nounpp,PSS,-8,V2,wrong_person
la_ginnastica ricorda che la_bambina blocca gli_attori,embedding_mental_SR,SS,-1,N1,abstract
l'_amica che le_ragazze interrompono incontra gli_uomini,objrel_that,SP,0,NaN,acceptable
le_figlie dicono che la_studentessa accolgono la_madre,embedding_mental_SR,PS,5,V2,num_violation
la_contadina che gli_uomini vicino al_bambino evitano studenti lo_studente,objrel_nounpp,SPS,-8,V2,verb_noun
le_ragazze che il_fratello interrompe osservano le_figlie,objrel_that,PS,0,NaN,acceptable
le_donne dicono che l'_amico dietro alle_ragazze ignori i_figli,embedding_mental,PSP,-7,V2,wrong_person
l'_amica che i_figli accanto alle_donne indichiamo critica le_contadine,objrel_nounpp,SPP,-7,V1,wrong_person
le_contadine dicono che le_attrici davanti ai_fratelli osservano la_bambina,embedding_mental,PPP,0,NaN,acceptable
il_figlio che il_fratello dietro alla_ragazza fermo ignora le_donne,objrel_nounpp,SSS,-7,V1,wrong_person
la_contadina ricorda che l'_amica davanti allo_studente indicano i_fratelli,embedding_mental,SSS,7,V2,num_violation
le_studentesse dichiarano che il_fratello davanti alla_figlia amano le_madri,embedding_mental,PSS,7,V2,num_violation
il_fratello che le_figlie accanto all'_amica ricorda incontra la_bambina,objrel_nounpp,SPS,7,V1,num_violation
