Sentence,Sentence_Type,condition,slide,Element_changed,Violation_Type
i_figli dichiarano che i_fratelli incontrano il_contadino,embedding_mental_SR,PP,0,NaN,acceptable
gli_studenti che le_attrici vicino all'_amico indicano critichiamo la_donna,objrel_nounpp,PPS,-8,V2,wrong_person
gli_attori che le_madri accanto alla_sorella evita fermano il_ragazzo,objrel_nounpp,PPS,7,V1,num_violation
le_contadine che le_ragazze accanto alle_studentesse interrompono criticano le_amiche,objrel_nounpp,PPP,0,NaN,acceptable
la_bambina dice che gli_amici conoscete gli_attori,embedding_mental_SR,SP,-5,V2,wrong_person
i_fratelli che le_figlie guardano ragazze gli_amici,objrel_that,PP,-5,V2,verb_noun
gli_attori che gli_uomini guardano ignorano la_figlia,objrel_that,PP,0,NaN,acceptable
gli_amici che il_padre davanti alla_bambina indica incontra le_studentesse,objrel_nounpp,PSS,8,V2,num_violation
l'_attore che le_amiche accanto ai_bambini ignorano critica la_donna,objrel_nounpp,SPP,0,NaN,acceptable
il_fratello che gli_amici ignorano ricorda le_bambine,objrel_that,SP,0,NaN,acceptable
il_contadino che gli_attori dietro ai_ragazzi ignorate critica il_figlio,objrel_nounpp,SPP,-7,V1,wrong_person
lo_studente che i_figli dietro alla_madre incontrano ferma le_amiche,objrel_nounpp,SPS,0,NaN,acceptable
il_contadino che i_ragazzi davanti ai_bambini amano attrai l'_uomo,objrel_nounpp,SPP,-8,V2,wrong_person
il_bambino che la_ragazza accanto alle_studentesse critica difendono la_madre,objrel_nounpp,SSP,8,V2,num_violation
il_figlio che le_contadine vicino alla_donna fermano osserva i_padri,objrel_nounpp,SPS,0,NaN,acceptable
i_figli che il_ragazzo accanto ai_padri conosce ignorare l'_amico,objrel_nounpp,PSP,-8,V2,infinitive
l'_amica dice che gli_uomini ragazzo le_ragazze,embedding_mental_SR,SP,-5,V2,verb_noun
il_piacere che l'_amico indica ricorda il_ragazzo,objrel_that,SS,-1,N1,abstract
i_padri che gli_amici dietro al_ragazzo fermano figli l'_attrice,objrel_nounpp,PPS,-8,V2,verb_noun
l'_amica dichiara che le_donne ragazzi il_fratello,embedding_mental_SR,SP,-5,V2,verb_noun
l'_attore che i_bambini vicino al_contadino indica evita la_donna,objrel_nounpp,SPS,7,V1,num_violation
gli_studenti dicono che l'_amica dietro alla_figlia evita la_sorella,embedding_mental,PSS,0,NaN,acceptable
l'_amico dice che gli_attori dietro al_fratello blocca i_contadini,embedding_mental,SPS,7,V2,num_violation
le_contadine dichiarano che il_fratello vicino all'_amico padri la_ragazza,embedding_mental,PSS,-7,V2,verb_noun
l'_amica ricorda che l'_uomo davanti alle_madri evitano la_contadina,embedding_mental,SSP,7,V2,num_violation
l'_amico che il_contadino davanti all'_attrice bloccano accoglie la_bambina,objrel_nounpp,SSS,7,V1,num_violation
i_fratelli ricordano che i_bambini vicino alle_donne difende il_padre,embedding_mental,PPP,7,V2,num_violation
i_fratelli che il_figlio saluta contadino gli_uomini,objrel_that,PS,-5,V2,verb_noun
la_contadina che i_figli accanto al_padre difende accoglie le_madri,objrel_nounpp,SPS,7,V1,num_violation
i_bambini che il_figlio vicino al_ragazzo conosce interrompono le_studentesse,objrel_nounpp,PSS,0,NaN,acceptable
il_contadino ricorda che gli_amici davanti allo_studente incontrano le_donne,embedding_mental,SPS,0,NaN,acceptable
lo_studente che la_contadina davanti all'_amico guarda indicano i_fratelli,objrel_nounpp,SSS,8,V2,num_violation
le_lampade che gli_studenti guardano criticano il_contadino,objrel_that,PP,-1,N1,inanimate
lo_studente che le_ragazze vicino alla_bambina incontrano conosce l'_attrice,objrel_nounpp,SPS,0,NaN,acceptable
il_bambino che il_contadino osservare evita le_amiche,objrel_that,SS,-4,V1,infinitive
il_ragazzo che il_fratello accanto all'_attrice criticano indica i_bambini,objrel_nounpp,SSS,7,V1,num_violation
l'_uomo che le_bambine davanti ai_contadini evitano accolgono gli_studenti,objrel_nounpp,SPP,8,V2,num_violation
le_ragazze dicono che i_fratelli vicino alla_bambina indicano gli_studenti,embedding_mental,PPS,0,NaN,acceptable
le_madri dicono che l'_attore accanto agli_studenti incontra il_figlio,embedding_mental,PSP,0,NaN,acceptable
la_ragazza che le_madri vicino alla_contadina fermano conosce il_bambino,objrel_nounpp,SPS,0,NaN,acceptable
la_madre dice che la_bambina conosce gli_amici,embedding_mental_SR,SS,0,NaN,acceptable
le_sorelle che l'_uomo accolgono osservano l'_attore,objrel_that,PS,4,V1,num_violation
le_studentesse che gli_uomini dietro alle_bambine difendono salutano le_ragazze,objrel_nounpp,PPP,0,NaN,acceptable
l'_attore che la_contadina accanto alle_amiche interrompono guarda la_figlia,objrel_nounpp,SSP,7,V1,num_violation
il_fratello che gli_studenti attraggono ferma le_donne,objrel_that,SP,0,NaN,acceptable
la_studentessa che gli_attori davanti all'_amica conoscono ignora le_donne,objrel_nounpp,SPS,0,NaN,acceptable
le_figlie che gli_attori davanti alla_donna salutano blocca lo_studente,objrel_nounpp,PPS,8,V2,num_violation
le_contadine che l'_amica davanti alla_ragazza osserva bambina la_studentessa,objrel_nounpp,PSS,-8,V2,verb_noun
le_donne che i_figli vicino agli_attori indicano ricordate la_studentessa,objrel_nounpp,PPP,-8,V2,wrong_person
il_figlio che la_studentessa dietro all'_attore conosce attrae le_ragazze,objrel_nounpp,SSS,0,NaN,acceptable
la_sorella che il_contadino conosce accoglie gli_amici,objrel_that,SS,0,NaN,acceptable
l'_attore che gli_studenti accanto alle_madri ferma interrompe le_donne,objrel_nounpp,SPP,7,V1,num_violation
le_figlie dicono che l'_amica accanto alla_madre evitano gli_attori,embedding_mental,PSS,7,V2,num_violation
la_ragazza che la_figlia blocca conosce l'_amico,objrel_that,SS,0,NaN,acceptable
le_ragazze che i_contadini accanto al_padre indicano criticano la_donna,objrel_nounpp,PPS,0,NaN,acceptable
le_sorelle ricordano che le_bambine vicino al_figlio interrompono le_ragazze,embedding_mental,PPS,0,NaN,acceptable
le_studentesse che l'_attrice accanto alla_ragazza interrompe ferma la_madre,objrel_nounpp,PSS,8,V2,num_violation
l'_uomo che i_figli dietro agli_amici ignora accoglie gli_studenti,objrel_nounpp,SPP,7,V1,num_violation
i_contadini che la_madre vicino alla_figlia amano bloccano la_donna,objrel_nounpp,PSS,7,V1,num_violation
i_figli che il_bambino dietro alle_contadine osserva bloccano le_sorelle,objrel_nounpp,PSP,0,NaN,acceptable
le_studentesse che l'_attore vicino ai_ragazzi difende conoscete la_sorella,objrel_nounpp,PSP,-8,V2,wrong_person
le_madri che le_filosofie vicino alle_contadine attraggono osservano il_padre,objrel_nounpp,PPP,-3,N2,abstract
lo_studente dichiara che il_compasso accanto al_padre criticano le_sorelle,embedding_mental,SPS,-4,N2,inanimate
i_padri che la_bambina accolgono difendono gli_amici,objrel_that,PS,4,V1,num_violation
la_donna dice che i_bambini sogna lo_studente,embedding_mental_SR,SP,5,V2,num_violation
la_bambina che gli_attori accolgono ignora il_ragazzo,objrel_that,SP,0,NaN,acceptable
il_figlio che gli_uomini incontra ferma gli_amici,objrel_that,SP,4,V1,num_violation
gli_uomini dicono che la_sorella blocca il_bambino,embedding_mental_SR,PS,0,NaN,acceptable
le_attrici ricordano che le_bambine vicino agli_amici attrarre gli_studenti,embedding_mental,PPP,-7,V2,infinitive
la_madre che le_sorelle vicino ai_bambini ama accoglie le_ragazze,objrel_nounpp,SPP,7,V1,num_violation
le_donne che le_ragazze davanti ai_figli fermano evitano la_madre,objrel_nounpp,PPP,0,NaN,acceptable
gli_studenti dicono che la_madre vicino ai_figli ignorano le_donne,embedding_mental,PSP,7,V2,num_violation
la_donna che l'_amico dietro al_ragazzo critica incontra l'_attore,objrel_nounpp,SSS,0,NaN,acceptable
le_studentesse che la_figlia saluta conoscono la_ragazza,objrel_that,PS,0,NaN,acceptable
i_figli che la_bambina accanto alle_amiche evita attraggono la_sorella,objrel_nounpp,PSP,0,NaN,acceptable
la_bambina che i_figli difendono amica le_contadine,objrel_that,SP,-5,V2,verb_noun
le_amiche che il_padre interrompe ferma le_sorelle,objrel_that,PS,5,V2,num_violation
l'_attore che la_bambina accanto allo_studente ricorda accolgono la_donna,objrel_nounpp,SSS,8,V2,num_violation
le_amiche che le_sedie accanto alle_attrici difende incontrano il_bambino,objrel_nounpp,PSP,-3,N2,inanimate
la_studentessa dichiara che il_fratello ama la_figlia,embedding_mental_SR,SS,0,NaN,acceptable
i_contadini che gli_amici accanto al_ragazzo conoscono salutano i_padri,objrel_nounpp,PPS,0,NaN,acceptable
le_attrici che gli_studenti vicino al_bambino interrompe guardano la_donna,objrel_nounpp,PPS,7,V1,num_violation
le_figlie ricordano che gli_uomini accanto alla_sorella ragazzo la_donna,embedding_mental,PPS,-7,V2,verb_noun
