Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_that,le_studentesse che la_madre blocca osservano i_figli,feminine,plural,feminine,singular,NaN,NaN,2991,NaN,bloccano,osserva,NaN,NaN,acceptable,2991,PS,0,NaN,NaN,2,studentesse,madre,blocca,osservano,figli,,7.57249796629582,7.2,objrel_that_________PS
objrel_that,il_frigorifero che la_ragazza indica attrae le_contadine,masculine,singular,feminine,singular,NaN,NaN,3326,frigorifero,indicano,attraggono,N1,il fratello,inanimate,1266,SS,-1,NaN,NaN,1,frigorifero,ragazza,indica,attrae,contadine,,6.6487015230714,7.8,objrel_that_________SS
objrel_nounpp,le_figlie che le_attrici accanto alle_bambine ragazze incontrano i_fratelli,feminine,plural,feminine,plural,feminine,plural,30,ragazze,saluta,incontra,V1,salutano,verb_noun,6114,PPP,-7,NaN,NaN,4,figlie,attrici,bambine,ragazze,incontrano,fratelli,7.51653647111561,7.5,objrel_nounpp_______PPP
objrel_nounpp,la_donna che gli_attori davanti all'_amica indichiamo ferma la_madre,feminine,singular,masculine,plural,feminine,singular,1605,indichiamo,indica,fermano,V1,indicano,wrong_person,5946,SPS,-7,NaN,NaN,4,donna,attori,amica,indichiamo,ferma,madre,8.20394091426183,6,objrel_nounpp_______SPS
objrel_nounpp,la_studentessa che la_figlia vicino alla_contadina ricorda incontra l'_attrice,feminine,singular,feminine,singular,feminine,singular,945,NaN,ricordano,incontrano,NaN,NaN,acceptable,945,SSS,0,NaN,NaN,3,studentessa,figlia,contadina,ricorda,incontra,attrice,7.53871515217183,8,objrel_nounpp_______SSS
embedding_mental_SR,l'_amica dice che le_madri evita i_contadini,feminine,singular,feminine,plural,NaN,NaN,1007,evita,dicono,evita,V2,evitano,num_violation,1800,SP,5,NaN,NaN,2,amica,dice,madri,evita,contadini,,8.07253555550748,5.6,embedding_mental_SR_SP
embedding_mental_SR,le_madri ricordano che le_amiche indichiamo la_figlia,feminine,plural,feminine,plural,NaN,NaN,175,indichiamo,ricorda,indica,V2,indicano,wrong_person,3186,PP,-5,NaN,NaN,4,madri,ricordano,amiche,indichiamo,figlia,,6.72335795798066,7.2,embedding_mental_SR_PP
objrel_that,la_sedia che i_figli attraggono guarda le_amiche,feminine,singular,masculine,plural,NaN,NaN,1739,sedia,attrae,guardano,N1,la studentessa,inanimate,5748,SP,-1,NaN,NaN,5,sedia,figli,attraggono,guarda,amiche,,8.30749326990859,6.4,objrel_that_________SP
objrel_nounpp,il_dispiacere che le_figlie dietro ai_ragazzi salutano critica le_attrici,masculine,singular,feminine,plural,masculine,plural,3210,dispiacere,saluta,criticano,N1,lostudente,abstract,2462,SPP,-1,NaN,NaN,3,dispiacere,figlie,ragazzi,salutano,critica,attrici,6.82708888523424,7.5,objrel_nounpp_______SPP
embedding_mental,le_studentesse dicono che le_madri davanti alle_figlie contadine l'_amica,feminine,plural,feminine,plural,feminine,plural,59,contadine,dice,difende,V2,difendono,verb_noun,1334,PPP,-7,NaN,NaN,4,studentesse,dicono,madri,figlie,contadine,amica,7.1086940380955,7,embedding_mental____PPP
objrel_nounpp,le_sorelle che l'_amica dietro alla_madre ignora osservano il_ragazzo,feminine,plural,feminine,singular,feminine,singular,2933,NaN,ignorano,osserva,NaN,NaN,acceptable,2933,PSS,0,NaN,NaN,4,sorelle,amica,madre,ignora,osservano,ragazzo,8.29286464364681,6.5,objrel_nounpp_______PSS
objrel_that,il_fratello che l'_amico osserva ricordano la_figlia,masculine,singular,masculine,singular,NaN,NaN,3826,ricordano,osservano,ricordano,V2,ricorda,num_violation,7361,SS,5,NaN,NaN,4,fratello,amico,osserva,ricordano,figlia,,8.95212677965585,7,objrel_that_________SS
objrel_that,le_bambine che le_sorelle conoscono guarda l'_attore,feminine,plural,feminine,plural,NaN,NaN,81,guarda,conosce,guarda,V2,guardano,num_violation,4343,PP,5,NaN,NaN,2,bambine,sorelle,conoscono,guarda,attore,,8.2924228089464,7,objrel_that_________PP
objrel_that,gli_attori che i_padri ragazzo incontrano le_amiche,masculine,plural,masculine,plural,NaN,NaN,2543,ragazzo,ricorda,incontra,V1,ricordano,verb_noun,6454,PP,-4,NaN,NaN,5,attori,padri,ragazzo,incontrano,amiche,,7.8241701739819,6.8,objrel_that_________PP
embedding_mental_SR,lo_studente ricorda che l'_amica difende la_contadina,masculine,singular,feminine,singular,NaN,NaN,990,NaN,ricordano,difendono,NaN,NaN,acceptable,990,SS,0,NaN,NaN,5,studente,ricorda,amica,difende,contadina,,7.35569413772894,7.2,embedding_mental_SR_SS
embedding_mental_SR,il_figlio dice che l'_uomo studentessa la_contadina,masculine,singular,masculine,singular,NaN,NaN,3825,studentessa,dicono,criticano,V2,critica,verb_noun,3505,SS,-5,NaN,NaN,5,figlio,dice,uomo,studentessa,contadina,,8.957329093144,6.8,embedding_mental_SR_SS
objrel_nounpp,la_bambina che il_ragazzo davanti ai_fratelli osservi attrae le_donne,feminine,singular,masculine,singular,masculine,plural,1905,osservi,osservano,attraggono,V1,osserva,wrong_person,6769,SSP,-7,NaN,NaN,4,bambina,ragazzo,fratelli,osservi,attrae,donne,8.24519555430907,6.66666666666667,objrel_nounpp_______SSP
objrel_nounpp,l'_amica che il_figlio accanto ai_ragazzi critica evita la_contadina,feminine,singular,masculine,singular,masculine,plural,310,NaN,criticano,evitano,NaN,NaN,acceptable,310,SSP,0,NaN,NaN,1,amica,figlio,ragazzi,critica,evita,contadina,8.13927188049465,6.5,objrel_nounpp_______SSP
embedding_mental,il_bambino dice che le_contadine vicino ai_fratelli attrae il_figlio,masculine,singular,feminine,plural,masculine,plural,3151,attrae,dicono,attrae,V2,attraggono,num_violation,464,SPP,7,NaN,NaN,1,bambino,dice,contadine,fratelli,attrae,figlio,8.23366239992463,6.66666666666667,embedding_mental____SPP
objrel_that,le_donne che la_bambina incontra accoglie l'_attrice,feminine,plural,feminine,singular,NaN,NaN,350,accoglie,incontrano,accoglie,V2,accolgono,num_violation,43,PS,5,NaN,NaN,3,donne,bambina,incontra,accoglie,attrice,,7.61971414480082,7,objrel_that_________PS
objrel_nounpp,l'_uomo che il_ragazzo davanti agli_amici ama evita l'_attore,masculine,singular,masculine,singular,masculine,plural,500,NaN,amano,evitano,NaN,NaN,acceptable,500,SSP,0,NaN,NaN,5,uomo,ragazzo,amici,ama,evita,attore,9.18533414629511,5,objrel_nounpp_______SSP
objrel_nounpp,i_bambini che il_padre dietro alle_donne blocchi indicano la_madre,masculine,plural,masculine,singular,feminine,plural,2801,blocchi,bloccano,indica,V1,blocca,wrong_person,1573,PSP,-7,NaN,NaN,2,bambini,padre,donne,blocchi,indicano,madre,9.22207807299475,6.16666666666667,objrel_nounpp_______PSP
embedding_mental,le_sorelle dichiarano che i_bambini vicino al_ragazzo ignora gli_uomini,feminine,plural,masculine,plural,masculine,singular,748,ignora,dichiara,ignora,V2,ignorano,num_violation,2626,PPS,7,NaN,NaN,1,sorelle,dichiarano,bambini,ragazzo,ignora,uomini,8.28603174651858,7.16666666666667,embedding_mental____PPS
objrel_that,il_padre che il_contadino difende ignora la_studentessa,masculine,singular,masculine,singular,NaN,NaN,171,NaN,difendono,ignorano,NaN,NaN,acceptable,171,SS,0,NaN,NaN,3,padre,contadino,difende,ignora,studentessa,,7.26092682424845,7.6,objrel_that_________SS
objrel_nounpp,la_studentessa che la_sorella davanti alle_ragazze critica osserva le_madri,feminine,singular,feminine,singular,feminine,plural,955,NaN,criticano,osservano,NaN,NaN,acceptable,955,SSP,0,NaN,NaN,2,studentessa,sorella,ragazze,critica,osserva,madri,7.81041398498355,7.33333333333333,objrel_nounpp_______SSP
embedding_mental_SR,l'_uomo dichiara che le_ragazze incontrate il_contadino,masculine,singular,feminine,plural,NaN,NaN,3214,incontrate,dichiarano,incontra,V2,incontrano,wrong_person,2786,SP,-5,NaN,NaN,5,uomo,dichiara,ragazze,incontrate,contadino,,8.02605242216397,7.6,embedding_mental_SR_SP
objrel_nounpp,la_studentessa che i_ragazzi accanto agli_uomini evita ferma la_sorella,feminine,singular,masculine,plural,masculine,plural,1701,evita,evita,fermano,V1,evitano,num_violation,3388,SPP,7,NaN,NaN,3,studentessa,ragazzi,uomini,evita,ferma,sorella,8.86572105287265,6.83333333333333,objrel_nounpp_______SPP
objrel_that,il_padre che le_donne ricordano ferma i_fratelli,masculine,singular,feminine,plural,NaN,NaN,1227,NaN,ricorda,fermano,NaN,NaN,acceptable,1227,SP,0,NaN,NaN,3,padre,donne,ricordano,ferma,fratelli,,9.02718716371908,6.4,objrel_that_________SP
objrel_nounpp,la_donna che le_contadine davanti all'_amico difendono criticano le_studentesse,feminine,singular,feminine,plural,masculine,singular,1225,criticano,difende,criticano,V2,critica,num_violation,2748,SPS,8,NaN,NaN,5,donna,contadine,amico,difendono,criticano,studentesse,6.55805559415257,8,objrel_nounpp_______SPS
objrel_that,il_fratello che le_contadine ama accoglie la_studentessa,masculine,singular,feminine,plural,NaN,NaN,3077,ama,ama,accolgono,V1,amano,num_violation,523,SP,4,NaN,NaN,3,fratello,contadine,ama,accoglie,studentessa,,6.82987398698947,7.8,objrel_that_________SP
objrel_that,le_matite che le_bambine osservano indicano gli_amici,feminine,plural,feminine,plural,NaN,NaN,161,matite,osserva,indica,N1,le madri,inanimate,3233,PP,-1,NaN,NaN,4,matite,bambine,osservano,indicano,amici,,7.06861074764693,7,objrel_that_________PP
