Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_that,le_contadine che la_madre incontrano conoscono i_ragazzi,feminine,plural,feminine,singular,NaN,NaN,340,incontrano,incontrano,conosce,V1,incontra,num_violation,5574,PS,4,NaN,NaN,5,contadine,madre,incontrano,conoscono,ragazzi,,7.77963530793231,8,objrel_that_________PS
embedding_mental,la_figlia dice che il_fratello accanto ai_bambini fermano lo_studente,feminine,singular,masculine,singular,masculine,plural,1928,fermano,dicono,fermano,V2,ferma,num_violation,2123,SSP,7,NaN,NaN,4,figlia,dice,fratello,bambini,fermano,studente,9.19400481951707,6.66666666666667,embedding_mental____SSP
objrel_nounpp,i_contadini che gli_amici davanti al_figlio bloccano ignora gli_uomini,masculine,plural,masculine,plural,masculine,singular,2745,ignora,blocca,ignora,V2,ignorano,num_violation,4705,PPS,8,NaN,NaN,1,contadini,amici,figlio,bloccano,ignora,uomini,8.20838918398173,6.66666666666667,objrel_nounpp_______PPS
objrel_nounpp,le_amiche che l'_attrice accanto alle_contadine conosce incontrano il_padre,feminine,plural,feminine,singular,feminine,plural,2542,NaN,conoscono,incontra,NaN,NaN,acceptable,2542,PSP,0,NaN,NaN,3,amiche,attrice,contadine,conosce,incontrano,padre,7.58363118134803,7.33333333333333,objrel_nounpp_______PSP
embedding_mental_SR,il_ragazzo dichiara che il_fratello conosci l'_attore,masculine,singular,masculine,singular,NaN,NaN,3893,conosci,dichiarano,conoscono,V2,conosce,wrong_person,1116,SS,-5,NaN,NaN,1,ragazzo,dichiara,fratello,conosci,attore,,8.95436892977982,7.2,embedding_mental_SR_SS
objrel_nounpp,la_studentessa che il_bambino dietro al_ragazzo guarda accolgono il_figlio,feminine,singular,masculine,singular,masculine,singular,2011,accolgono,guardano,accolgono,V2,accoglie,num_violation,363,SSS,8,NaN,NaN,2,studentessa,bambino,ragazzo,guarda,accolgono,figlio,8.87685696724754,7.66666666666667,objrel_nounpp_______SSS
embedding_mental_SR,le_donne dichiarano che il_contadino evitano le_sorelle,feminine,plural,masculine,singular,NaN,NaN,862,evitano,dichiara,evitano,V2,evita,num_violation,2010,PS,5,NaN,NaN,3,donne,dichiarano,contadino,evitano,sorelle,,6.7793021719695,7.6,embedding_mental_SR_PS
objrel_nounpp,i_figli che i_bambini vicino all'_amico accolgono criticano la_contadina,masculine,plural,masculine,plural,masculine,singular,3326,NaN,accoglie,critica,NaN,NaN,acceptable,3326,PPS,0,NaN,NaN,4,figli,bambini,amico,accolgono,criticano,contadina,7.22795517793873,7.33333333333333,objrel_nounpp_______PPS
embedding_mental,l'_amico dichiara che gli_studenti davanti alla_figlia difendiamo il_ragazzo,masculine,singular,masculine,plural,feminine,singular,3631,difendiamo,dichiarano,difende,V2,difendono,wrong_person,1630,SPS,-7,NaN,NaN,1,amico,dichiara,studenti,figlia,difendiamo,ragazzo,8.53934499573504,7.33333333333333,embedding_mental____SPS
objrel_nounpp,le_madri che il_ragazzo davanti agli_uomini ignorano salutano il_contadino,feminine,plural,masculine,singular,masculine,plural,921,ignorano,ignorano,saluta,V1,ignora,num_violation,5044,PSP,7,NaN,NaN,3,madri,ragazzo,uomini,ignorano,salutano,contadino,7.34306056719258,7.16666666666667,objrel_nounpp_______PSP
