Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
embedding_mental,le_donne dicono che il_ragazzo vicino ai_fratelli fermano la_madre,feminine,plural,masculine,singular,masculine,plural,906,fermano,dice,fermano,V2,ferma,num_violation,2207,PSP,7,NaN,NaN,3,donne,dicono,ragazzo,fratelli,fermano,madre,9.29355325266827,6.33333333333333,embedding_mental____PSP
embedding_mental,la_studentessa dice che la_diatriba dietro ai_bambini ferma il_padre,feminine,singular,feminine,singular,masculine,plural,1445,diatriba,dicono,fermano,N2,ladonna,abstract,1505,SSP,-4,NaN,NaN,4,studentessa,dice,diatriba,bambini,ferma,padre,8.55757964670123,6.66666666666667,embedding_mental____SSP
embedding_mental_SR,la_ragazza dice che il_padre osservano le_figlie,feminine,singular,masculine,singular,NaN,NaN,1932,osservano,dicono,osservano,V2,osserva,num_violation,3621,SS,5,NaN,NaN,2,ragazza,dice,padre,osservano,figlie,,9.06297863916914,6.2,embedding_mental_SR_SS
objrel_that,le_amiche che la_figlia interrompe salutano le_sorelle,feminine,plural,feminine,singular,NaN,NaN,2535,NaN,interrompono,saluta,NaN,NaN,acceptable,2535,PS,0,NaN,NaN,1,amiche,figlia,interrompe,salutano,sorelle,,7.16847299938941,7.4,objrel_that_________PS
objrel_that,il_contadino che la_ragazza saluta fermare le_madri,masculine,singular,feminine,singular,NaN,NaN,3287,fermare,salutano,fermano,V2,ferma,infinitive,4002,SS,-5,NaN,NaN,3,contadino,ragazza,saluta,fermare,madri,,8.02227160028425,6.8,objrel_that_________SS
objrel_nounpp,il_figlio che le_attrici dietro all'_amica ricordano interrompe il_padre,masculine,singular,feminine,plural,feminine,singular,1138,NaN,ricorda,interrompono,NaN,NaN,acceptable,1138,SPS,0,NaN,NaN,5,figlio,attrici,amica,ricordano,interrompe,padre,8.10600055819559,7,objrel_nounpp_______SPS
objrel_nounpp,le_attrici che i_figli accanto al_contadino criticano difendere la_madre,feminine,plural,masculine,plural,masculine,singular,707,difendere,critica,difende,V2,difendono,infinitive,3082,PPS,-8,NaN,NaN,4,attrici,figli,contadino,criticano,difendere,madre,7.33035106647217,7.33333333333333,objrel_nounpp_______PPS
objrel_that,le_penne che le_donne ricordano fermano i_contadini,feminine,plural,feminine,plural,NaN,NaN,40,penne,ricorda,ferma,N1,le attrici,inanimate,4408,PP,-1,NaN,NaN,5,penne,donne,ricordano,fermano,contadini,,7.04605908549531,7,objrel_that_________PP
objrel_that,le_ragazze che i_fratelli incontrano attraggono il_bambino,feminine,plural,masculine,plural,NaN,NaN,3863,NaN,incontra,attrae,NaN,NaN,acceptable,3863,PP,0,NaN,NaN,2,ragazze,fratelli,incontrano,attraggono,bambino,,7.85197578517058,8.4,objrel_that_________PP
objrel_nounpp,le_madri che le_bambine dietro all'_attore ignorano ricordano la_donna,feminine,plural,feminine,plural,masculine,singular,3863,NaN,ignora,ricorda,NaN,NaN,acceptable,3863,PPS,0,NaN,NaN,1,madri,bambine,attore,ignorano,ricordano,donna,7.33959756908136,6.66666666666667,objrel_nounpp_______PPS
objrel_nounpp,le_bambine che i_contadini vicino ai_ragazzi_padri ricordano l'_attrice,feminine,plural,masculine,plural,masculine,plural,650,padri,indica,ricorda,V1,indicano,verb_noun,5674,PPP,-7,NaN,NaN,5,bambine,contadini,ragazzi,padri,ricordano,attrice,7.71706948722487,7.33333333333333,objrel_nounpp_______PPP
embedding_mental_SR,le_figlie ricordano che l'_uomo difendono le_amiche,feminine,plural,masculine,singular,NaN,NaN,902,difendono,ricorda,difendono,V2,difende,num_violation,1781,PS,5,NaN,NaN,3,figlie,ricordano,uomo,difendono,amiche,,7.57879335286581,6.8,embedding_mental_SR_PS
embedding_mental,la_madre ricorda che i_bambini dietro alla_ragazza osserviamo i_contadini,feminine,singular,masculine,plural,feminine,singular,1619,osserviamo,ricordano,osserva,V2,osservano,wrong_person,3685,SPS,-7,NaN,NaN,4,madre,ricorda,bambini,ragazza,osserviamo,contadini,8.77006287688529,7.5,embedding_mental____SPS
objrel_nounpp,le_antipatie che i_bambini vicino al_padre conoscono guardano l'_amico,feminine,plural,masculine,plural,masculine,singular,721,antipatie,conosce,guarda,N1,ledonne,abstract,753,PPS,-1,NaN,NaN,4,antipatie,bambini,padre,conoscono,guardano,amico,8.15742009843174,7.16666666666667,objrel_nounpp_______PPS
