Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,la_studentessa che l'_attore davanti all'_amica evita incontrano il_fratello,feminine,singular,masculine,singular,feminine,singular,1890,incontrano,evitano,incontrano,V2,incontra,num_violation,5419,SSS,8,NaN,NaN,4,studentessa,attore,amica,evita,incontrano,fratello,7.78148310732606,7.5,objrel_nounpp_______SSS
embedding_mental,i_padri dichiarano che l'_attrice davanti al_ragazzo difende il_figlio,masculine,plural,feminine,singular,masculine,singular,2215,NaN,dichiara,difendono,NaN,NaN,acceptable,2215,PSS,0,NaN,NaN,2,padri,dichiarano,attrice,ragazzo,difende,figlio,7.76983074831361,7,embedding_mental____PSS
embedding_mental,il_figlio dichiara che la_studentessa accanto alla_madre difendono le_attrici,masculine,singular,feminine,singular,feminine,singular,3349,difendono,dichiarano,difendono,V2,difende,num_violation,1627,SSS,7,NaN,NaN,5,figlio,dichiara,studentessa,madre,difendono,attrici,7.55392823457723,7.66666666666667,embedding_mental____SSS
objrel_that,le_donne che l'_attrice conosce incontrano i_figli,feminine,plural,feminine,singular,NaN,NaN,2717,NaN,conoscono,incontra,NaN,NaN,acceptable,2717,PS,0,NaN,NaN,5,donne,attrice,conosce,incontrano,figli,,8.46808818999321,6.8,objrel_that_________PS
embedding_mental_SR,i_contadini dicono che le_amiche guardano la_sorella,masculine,plural,feminine,plural,NaN,NaN,3281,NaN,dice,guarda,NaN,NaN,acceptable,3281,PP,0,NaN,NaN,5,contadini,dicono,amiche,guardano,sorella,,8.28392176885191,7.2,embedding_mental_SR_PP
embedding_mental,le_figlie dichiarano che l'_uomo accanto ai_contadini attrae la_sorella,feminine,plural,masculine,singular,masculine,plural,2891,NaN,dichiara,attraggono,NaN,NaN,acceptable,2891,PSP,0,NaN,NaN,3,figlie,dichiarano,uomo,contadini,attrae,sorella,7.5967927553793,7,embedding_mental____PSP
embedding_mental,i_fratelli dicono che gli_attori davanti ai_figli incontra il_bambino,masculine,plural,masculine,plural,masculine,plural,2689,incontra,dice,incontra,V2,incontrano,num_violation,2880,PPP,7,NaN,NaN,1,fratelli,dicono,attori,figli,incontra,bambino,8.69254353532495,6.66666666666667,embedding_mental____PPP
objrel_that,le_televisioni che il_bambino accoglie evitano l'_attore,feminine,plural,masculine,singular,NaN,NaN,828,televisioni,accolgono,evita,N1,le contadine,inanimate,7766,PS,-1,NaN,NaN,2,televisioni,bambino,accoglie,evitano,attore,,6.3308604385987,7.8,objrel_that_________PS
objrel_nounpp,la_figlia che le_sorelle vicino alla_madre fermano guarda i_fratelli,feminine,singular,feminine,plural,feminine,singular,1753,NaN,ferma,guardano,NaN,NaN,acceptable,1753,SPS,0,NaN,NaN,5,figlia,sorelle,madre,fermano,guarda,fratelli,9.04773662704524,6.5,objrel_nounpp_______SPS
embedding_mental_SR,gli_amici dicono che il_bambino difende i_fratelli,masculine,plural,masculine,singular,NaN,NaN,2012,NaN,dice,difendono,NaN,NaN,acceptable,2012,PS,0,NaN,NaN,3,amici,dicono,bambino,difende,fratelli,,8.900142819185,6.6,embedding_mental_SR_PS
