Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
embedding_mental,la_contadina dichiara che il_padre vicino ai_fratelli accoglie i_bambini,feminine,singular,masculine,singular,masculine,plural,823,NaN,dichiarano,accolgono,NaN,NaN,acceptable,823,SSP,0,NaN,NaN,1,contadina,dichiara,padre,fratelli,accoglie,bambini,7.64274479353235,7.5,embedding_mental____SSP
objrel_nounpp,la_donna che l'_attore accanto ai_figli difendo ama le_contadine,feminine,singular,masculine,singular,masculine,plural,1920,difendo,difendono,amano,V1,difende,wrong_person,3174,SSP,-7,NaN,NaN,3,donna,attore,figli,difendo,ama,contadine,7.58359156489915,5.83333333333333,objrel_nounpp_______SSP
embedding_mental,i_padri dichiarano che l'_amica vicino allo_studente accoglie le_sorelle,masculine,plural,feminine,singular,masculine,singular,2214,NaN,dichiara,accolgono,NaN,NaN,acceptable,2214,PSS,0,NaN,NaN,2,padri,dichiarano,amica,studente,accoglie,sorelle,6.9249933297577,7.16666666666667,embedding_mental____PSS
embedding_mental,il_bambino dice che i_ragazzi dietro alla_madre bloccate gli_uomini,masculine,singular,masculine,plural,feminine,singular,3595,bloccate,dicono,blocca,V2,bloccano,wrong_person,698,SPS,-7,NaN,NaN,4,bambino,dice,ragazzi,madre,bloccate,uomini,9.95863859269648,6.16666666666667,embedding_mental____SPS
objrel_nounpp,le_attrici che le_madri davanti alle_donne fermare ignorano il_fratello,feminine,plural,feminine,plural,feminine,plural,12,fermare,ferma,ignora,V1,fermano,infinitive,4111,PPP,-7,NaN,NaN,2,attrici,madri,donne,fermare,ignorano,fratello,7.66534314788832,6.66666666666667,objrel_nounpp_______PPP
embedding_mental_SR,i_bambini ricordano che gli_uomini interrompono le_attrici,masculine,plural,masculine,plural,NaN,NaN,3233,NaN,ricorda,interrompe,NaN,NaN,acceptable,3233,PP,0,NaN,NaN,4,bambini,ricordano,uomini,interrompono,attrici,,7.28427799567367,8.2,embedding_mental_SR_PP
objrel_that,le_sorelle che i_figli amano ignorano gli_studenti,feminine,plural,masculine,plural,NaN,NaN,3906,NaN,ama,ignora,NaN,NaN,acceptable,3906,PP,0,NaN,NaN,1,sorelle,figli,amano,ignorano,studenti,,7.5597104233332,6.6,objrel_that_________PP
embedding_mental,le_madri dichiarano che le_diatribe accanto alla_studentessa attraggono il_contadino,feminine,plural,masculine,plural,feminine,singular,596,diatribe,dichiara,attrae,N2,gliuomini,abstract,2136,PPS,-4,NaN,NaN,3,madri,dichiarano,diatribe,studentessa,attraggono,contadino,5.35002418936476,8.83333333333333,embedding_mental____PPS
objrel_nounpp,il_figlio che gli_attori vicino alla_bambina guardano fermano le_studentesse,masculine,singular,masculine,plural,feminine,singular,3606,fermano,guarda,fermano,V2,ferma,num_violation,4177,SPS,8,NaN,NaN,3,figlio,attori,bambina,guardano,fermano,studentesse,7.67865280151782,7.5,objrel_nounpp_______SPS
objrel_nounpp,l'_uomo che la_figlia davanti alle_sorelle conoscono osserva la_donna,masculine,singular,feminine,singular,feminine,plural,3332,conoscono,conoscono,osservano,V1,conosce,num_violation,2157,SSP,7,NaN,NaN,4,uomo,figlia,sorelle,conoscono,osserva,donna,9.0120470596503,6.33333333333333,objrel_nounpp_______SSP
objrel_nounpp,le_madri che le_amiche accanto alla_bambina indicano amano la_contadina,feminine,plural,feminine,plural,feminine,singular,3852,NaN,indica,ama,NaN,NaN,acceptable,3852,PPS,0,NaN,NaN,2,madri,amiche,bambina,indicano,amano,contadina,7.30072684797896,6.66666666666667,objrel_nounpp_______PPS
embedding_mental,le_donne dichiarano che il_padre davanti alle_figlie indica le_ragazze,feminine,plural,masculine,singular,feminine,plural,2858,NaN,dichiara,indicano,NaN,NaN,acceptable,2858,PSP,0,NaN,NaN,5,donne,dichiarano,padre,figlie,indica,ragazze,8.4579215901788,6.5,embedding_mental____PSP
objrel_nounpp,il_figlio che la_studentessa davanti alle_amiche accoglie interrompe il_contadino,masculine,singular,feminine,singular,feminine,plural,146,NaN,accolgono,interrompono,NaN,NaN,acceptable,146,SSP,0,NaN,NaN,4,figlio,studentessa,amiche,accoglie,interrompe,contadino,7.04344097481148,8.33333333333333,objrel_nounpp_______SSP
embedding_mental,la_contadina ricorda che le_ragazze davanti alle_donne difendono le_bambine,feminine,singular,feminine,plural,feminine,plural,1844,NaN,ricordano,difende,NaN,NaN,acceptable,1844,SPP,0,NaN,NaN,3,contadina,ricorda,ragazze,donne,difendono,bambine,7.66220317073609,7.33333333333333,embedding_mental____SPP
objrel_nounpp,l'_amico che l'_uomo vicino al_figlio evita difendere il_bambino,masculine,singular,masculine,singular,masculine,singular,4011,difendere,evitano,difendono,V2,difende,infinitive,2957,SSS,-8,NaN,NaN,3,amico,uomo,figlio,evita,difendere,bambino,9.54632852506721,6,objrel_nounpp_______SSS
objrel_nounpp,il_figlio che il_contadino vicino ai_padri guarda incontra lo_studente,masculine,singular,masculine,singular,masculine,plural,110,NaN,guardano,incontrano,NaN,NaN,acceptable,110,SSP,0,NaN,NaN,4,figlio,contadino,padri,guarda,incontra,studente,8.29553915404431,7,objrel_nounpp_______SSP
objrel_nounpp,le_attrici che il_contadino dietro alla_bambina guarda amano le_amiche,feminine,plural,masculine,singular,feminine,singular,2572,NaN,guardano,ama,NaN,NaN,acceptable,2572,PSS,0,NaN,NaN,4,attrici,contadino,bambina,guarda,amano,amiche,8.01214806366364,6.66666666666667,objrel_nounpp_______PSS
objrel_nounpp,la_ragazza che le_contadine davanti all'_uomo guardano evitano le_amiche,feminine,singular,feminine,plural,masculine,singular,1245,evitano,guarda,evitano,V2,evita,num_violation,3706,SPS,8,NaN,NaN,1,ragazza,contadine,uomo,guardano,evitano,amiche,7.56833876883717,6.83333333333333,objrel_nounpp_______SPS
objrel_nounpp,le_figlie che gli_studenti vicino ai_contadini osservano ignora il_padre,feminine,plural,masculine,plural,masculine,plural,665,ignora,osserva,ignora,V2,ignorano,num_violation,4869,PPP,8,NaN,NaN,2,figlie,studenti,contadini,osservano,ignora,padre,7.42462924932379,7.16666666666667,objrel_nounpp_______PPP
