UniqueConditionAggragated,FreqConditions_1,FreqConditions_2,FreqConditions_3,FreqConditions_4,FreqConditions_5,FreqConditions_6,LengthConditions_1,LengthConditions_2,LengthConditions_3,LengthConditions_4,LengthConditions_5,LengthConditions_6
embedding_mental_SR_PP,6.80283678574523,7.25160182062092,8.33513183578715,6.75848074864134,9.19686564344885,NaN,7.33333333333333,8.06666666666667,6.93333333333333,7.26666666666667,6.53333333333333,NaN
embedding_mental_SR_PS,7.75818061436172,6.97202482092448,8.3341296592662,6.23907702983475,9.05599091765579,NaN,6.58823529411765,8.29411764705882,7.58823529411765,6.94117647058824,6.76470588235294,NaN
embedding_mental_SR_SP,9.73134926067075,9.86436934377697,8.30912015500969,6.01286791010248,8.66603793491091,NaN,6.15384615384615,5.46153846153846,6.76923076923077,7.15384615384615,5.92307692307692,NaN
embedding_mental_SR_SS,9.15948381761913,8.17223984972154,9.09177541510289,6.97302488859867,9.24322166263815,NaN,7.4,6.73333333333333,6.93333333333333,7.13333333333333,6.2,NaN
embedding_mental____PPP,8.21514434491153,6.73914527302966,7.52603013476443,8.35524142740831,6.84844373472194,8.7887262336915,7.31578947368421,8.52631578947368,7.36842105263158,6.63157894736842,7.57894736842105,6.21052631578947
embedding_mental____PPS,8.08193578786236,6.88800030850648,7.37816842284414,10.0752726563451,5.43068763612184,8.71946273329657,6.1875,8.4375,7.4375,6.3125,8.25,6.6875
embedding_mental____PSP,8.23872972278716,7.45020894510769,8.37993541164557,7.78593121454964,6.05762939329805,9.60465399861203,7.13333333333333,7.93333333333333,6.86666666666667,6.6,6.93333333333333,6.46666666666667
embedding_mental____PSS,8.7684666983086,6.93828737292044,9.60605241706574,9.56221129776825,6.13291942338562,8.76391377329387,6.86666666666667,8.33333333333333,5.93333333333333,6.26666666666667,7.93333333333333,6.6
embedding_mental____SPP,8.68519219545659,8.8137556786647,8.48000940517836,8.05079567643495,6.32715043204874,9.23161599458625,6.85714285714286,6.78571428571429,6.35714285714286,6.42857142857143,7.71428571428571,6.92857142857143
embedding_mental____SPS,9.51617297103021,8.45617401562124,8.30383374515833,10.0369093424603,6.65792151989711,9.57224031849137,6.58333333333333,6.66666666666667,7.08333333333333,6.25,7.66666666666667,6.66666666666667
embedding_mental____SSP,9.84499973298667,8.88695051575159,9.37648257723653,8.18499195700879,6.51469777249084,8.7601012783619,6.2,6.46666666666667,6.46666666666667,6.6,7.73333333333333,6
embedding_mental____SSS,9.10261404883793,8.2394346077477,9.50364544643285,10.039405336502,6.22715427195076,9.228208406161,7.07142857142857,7,7.14285714285714,6.64285714285714,7.64285714285714,6.57142857142857
objrel_nounpp_______PPP,7.5278606734858,7.55480865648451,7.921960835029,5.53691947010471,6.08872017072905,9.19405928310309,7.03703703703704,6.96296296296296,6.85185185185185,7.85185185185185,7.81481481481481,6.44444444444444
objrel_nounpp_______PPS,8.46734522712893,8.15947033680417,9.7018981992477,5.6550082176163,5.55311612556272,9.1825598342566,6.54838709677419,6.67741935483871,6.61290322580645,8.32258064516129,8.06451612903226,6.54838709677419
objrel_nounpp_______PSP,7.77406520032709,9.57965036475989,7.89821314822945,7.11724545719125,5.28399182923076,8.96265232548313,6.96296296296296,6.44444444444444,7.22222222222222,6.7037037037037,8.25925925925926,6.7037037037037
objrel_nounpp_______PSS,7.97775387876571,9.82175758318867,9.73187582311262,6.36730480022018,5.48245487507325,8.71358403450193,7,6.66666666666667,6.62962962962963,7.62962962962963,8.2962962962963,7.03703703703704
objrel_nounpp_______SPP,9.66232100162925,8.20646906342891,7.90841424928108,5.99250418638171,7.00137384764992,9.36916707113505,6.70967741935484,6.29032258064516,7.12903225806452,8.06451612903226,7,6.45161290322581
objrel_nounpp_______SPS,9.50572662781355,8.01397047372413,9.19031250196186,5.68013397263148,6.81033609379734,9.26679823438526,7.03225806451613,7.35483870967742,7.2258064516129,8.35483870967742,7.03225806451613,6.64516129032258
objrel_nounpp_______SSP,9.62429131424407,9.39089792344594,7.56341558596584,7.02284301361148,6.24893087613668,8.51079582775382,6.84375,6.71875,7.34375,7.0625,6.65625,6.6875
objrel_nounpp_______SSS,9.81989551515216,8.82181901934378,9.36911821255523,6.48367331721328,7.2465655957726,8.91641289060273,6.29411764705882,7.02941176470588,6.47058823529412,6.61764705882353,6.70588235294118,7.11764705882353
objrel_that_________PP,7.39037749461888,8.48439426362283,6.01460718198543,6.31525585519331,8.88294657014972,NaN,6.96969696969697,6.15151515151515,8.39393939393939,7.96969696969697,6.78787878787879,NaN
objrel_that_________PS,7.7415427852347,9.42589753831809,7.003493893028,6.11822746329811,9.19708680118664,NaN,6.82758620689655,6.75862068965517,6.86206896551724,7.96551724137931,6.68965517241379,NaN
objrel_that_________SP,8.95563397985501,8.41957257858193,5.52701825330536,6.6743494373104,8.96429444156054,NaN,7.06451612903226,6.54838709677419,8.16129032258065,7.35483870967742,6.80645161290323,NaN
objrel_that_________SS,8.99979233028897,9.22836568048315,6.94696721424935,6.9335852688116,9.23636578043119,NaN,7.18518518518519,6.7037037037037,7.18518518518519,6.96296296296296,6.25925925925926,NaN
