Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,il_bambino che l'_amica accanto alle_attrici bloccano accoglie la_figlia,masculine,singular,feminine,singular,feminine,plural,3277,bloccano,bloccano,accolgono,V1,blocca,num_violation,1658,SSP,7,NaN,NaN,4,bambino,amica,attrici,bloccano,accoglie,figlia,7.51363165667523,6.83333333333333,objrel_nounpp_______SSP
embedding_mental,le_studentesse dichiarano che la_madre accanto alla_contadina bloccano le_bambine,feminine,plural,feminine,singular,feminine,singular,374,bloccano,dichiara,bloccano,V2,blocca,num_violation,860,PSS,7,NaN,NaN,2,studentesse,dichiarano,madre,contadina,bloccano,bambine,6.46679879120244,8.33333333333333,embedding_mental____PSS
embedding_mental,le_bambine dicono che il_padre davanti alle_donne amano l'_amica,feminine,plural,masculine,singular,feminine,plural,773,amano,dice,amano,V2,ama,num_violation,396,PSP,7,NaN,NaN,3,bambine,dicono,padre,donne,amano,amica,9.21590343402709,5.5,embedding_mental____PSP
embedding_mental_SR,le_donne dicono che la_figlia difendono il_bambino,feminine,plural,feminine,singular,NaN,NaN,355,difendono,dice,difendono,V2,difende,num_violation,1726,PS,5,NaN,NaN,3,donne,dicono,figlia,difendono,bambino,,8.91631591152846,6.6,embedding_mental_SR_PS
embedding_mental,l'_amica dice che la_ginnastica accanto allo_studente bloccano le_madri,feminine,singular,feminine,plural,masculine,singular,1199,ginnastica,dicono,blocca,N2,lecontadine,abstract,6289,SPS,-4,NaN,NaN,4,amica,dice,ginnastica,studente,bloccano,madri,7.84588713078165,6.66666666666667,embedding_mental____SPS
objrel_nounpp,il_ragazzo che il_fratello dietro al_padre guarda interrompono la_studentessa,masculine,singular,masculine,singular,masculine,singular,3997,interrompono,guardano,interrompono,V2,interrompe,num_violation,6413,SSS,8,NaN,NaN,5,ragazzo,fratello,padre,guarda,interrompono,studentessa,9.0141276485362,8.16666666666667,objrel_nounpp_______SSS
objrel_nounpp,l'_amico che le_attrici accanto alle_sorelle attraiamo evita i_bambini,masculine,singular,feminine,plural,feminine,plural,3065,attraiamo,attrae,evitano,V1,attraggono,wrong_person,1336,SPP,-7,NaN,NaN,4,amico,attrici,sorelle,attraiamo,evita,bambini,6.82469433704276,6.66666666666667,objrel_nounpp_______SPP
embedding_mental_SR,la_ragazza ricorda che l'_attrice ignora i_fratelli,feminine,singular,feminine,singular,NaN,NaN,838,NaN,ricordano,ignorano,NaN,NaN,acceptable,838,SS,0,NaN,NaN,1,ragazza,ricorda,attrice,ignora,fratelli,,8.3649583781269,7,embedding_mental_SR_SS
objrel_that,l'_orologio che il_bambino blocca osserva il_figlio,masculine,singular,masculine,singular,NaN,NaN,3775,orologio,bloccano,osservano,N1,il contadino,inanimate,3755,SS,-1,NaN,NaN,2,orologio,bambino,blocca,osserva,figlio,,8.50553918896976,6.8,objrel_that_________SS
objrel_nounpp,l'_amico che la_contadina dietro all'_attore guarda indicano lo_studente,masculine,singular,feminine,singular,masculine,singular,3503,indicano,guardano,indicano,V2,indica,num_violation,5919,SSS,8,NaN,NaN,1,amico,contadina,attore,guarda,indicano,studente,8.22937257875045,7,objrel_nounpp_______SSS
embedding_mental_SR,i_ragazzi dicono che l'_attore incontrare le_figlie,masculine,plural,masculine,singular,NaN,NaN,2992,incontrare,dice,incontrano,V2,incontra,infinitive,2887,PS,-5,NaN,NaN,5,ragazzi,dicono,attore,incontrare,figlie,,8.83580298383064,7,embedding_mental_SR_PS
objrel_nounpp,la_studentessa che gli_amici vicino alle_figlie indica interrompe le_ragazze,feminine,singular,masculine,plural,feminine,plural,1570,indica,indica,interrompono,V1,indicano,num_violation,5779,SPP,7,NaN,NaN,3,studentessa,amici,figlie,indica,interrompe,ragazze,7.86188905551849,7.5,objrel_nounpp_______SPP
objrel_that,i_figli che la_studentessa indicano bloccano il_contadino,masculine,plural,feminine,singular,NaN,NaN,2424,indicano,indicano,blocca,V1,indica,num_violation,6042,PS,4,NaN,NaN,1,figli,studentessa,indicano,bloccano,contadino,,7.06482960582982,8.2,objrel_that_________PS
embedding_mental_SR,l'_attrice ricorda che il_ragazzo accoglie le_figlie,feminine,singular,masculine,singular,NaN,NaN,501,NaN,ricordano,accolgono,NaN,NaN,acceptable,501,SS,0,NaN,NaN,5,attrice,ricorda,ragazzo,accoglie,figlie,,7.88522319647204,7,embedding_mental_SR_SS
objrel_nounpp,l'_amica che la_contadina vicino alle_sorelle interrompe amano il_fratello,feminine,singular,feminine,singular,feminine,plural,1263,amano,interrompono,amano,V2,ama,num_violation,858,SSP,8,NaN,NaN,1,amica,contadina,sorelle,interrompe,amano,fratello,7.52222870146688,7.33333333333333,objrel_nounpp_______SSP
objrel_nounpp,i_salti che gli_studenti dietro all'_amica indicano amano il_contadino,masculine,plural,masculine,plural,feminine,singular,2611,salti,indica,ama,N1,ibambini,abstract,8582,PPS,-1,NaN,NaN,5,salti,studenti,amica,indicano,amano,contadino,7.59088801097814,6.66666666666667,objrel_nounpp_______PPS
objrel_that,la_contadina che la_bambina ignora osservano le_attrici,feminine,singular,feminine,singular,NaN,NaN,1330,osservano,ignorano,osservano,V2,osserva,num_violation,6876,SS,5,NaN,NaN,5,contadina,bambina,ignora,osservano,attrici,,6.13446778646674,7.6,objrel_that_________SS
objrel_nounpp,le_attrici che le_figlie dietro ai_fratelli attraggono ignora le_madri,feminine,plural,feminine,plural,masculine,plural,138,ignora,attrae,ignora,V2,ignorano,num_violation,4694,PPP,8,NaN,NaN,4,attrici,figlie,fratelli,attraggono,ignora,madri,6.50904302588879,7,objrel_nounpp_______PPP
objrel_that,il_contadino che il_fratello ferma ama le_amiche,masculine,singular,masculine,singular,NaN,NaN,55,NaN,fermano,amano,NaN,NaN,acceptable,55,SS,0,NaN,NaN,1,contadino,fratello,ferma,ama,amiche,,8.56127068916838,6.2,objrel_that_________SS
objrel_that,gli_studenti che i_figli amare bloccano gli_uomini,masculine,plural,masculine,plural,NaN,NaN,2562,amare,ama,blocca,V1,amano,infinitive,752,PP,-4,NaN,NaN,1,studenti,figli,amare,bloccano,uomini,,8.23557379787926,6.4,objrel_that_________PP
objrel_nounpp,i_padri che il_figlio vicino al_contadino osserva studentessa gli_amici,masculine,plural,masculine,singular,masculine,singular,3014,studentessa,osservano,guarda,V2,guardano,verb_noun,7188,PSS,-8,NaN,NaN,2,padri,figlio,contadino,osserva,studentessa,amici,8.07800652159944,7.16666666666667,objrel_nounpp_______PSS
objrel_that,i_figli che lo_studente incontra interrompere la_bambina,masculine,plural,masculine,singular,NaN,NaN,2935,interrompere,incontrano,interrompe,V2,interrompono,infinitive,6228,PS,-5,NaN,NaN,2,figli,studente,incontra,interrompere,bambina,,8.16832908856294,8,objrel_that_________PS
objrel_nounpp,i_bambini che la_sorella davanti alla_madre blocca difendere la_figlia,masculine,plural,feminine,singular,feminine,singular,2358,difendere,bloccano,difende,V2,difendono,infinitive,2819,PSS,-8,NaN,NaN,3,bambini,sorella,madre,blocca,difendere,figlia,9.1544630916257,6.66666666666667,objrel_nounpp_______PSS
objrel_nounpp,le_madri che le_bambine davanti alla_studentessa accoglie ricordano gli_uomini,feminine,plural,feminine,plural,feminine,singular,105,accoglie,accoglie,ricorda,V1,accolgono,num_violation,161,PPS,7,NaN,NaN,2,madri,bambine,studentessa,accoglie,ricordano,uomini,7.15065415387348,7.66666666666667,objrel_nounpp_______PPS
