UniqueConditionAggragated,FreqConditions_1,FreqConditions_2,FreqConditions_3,FreqConditions_4,FreqConditions_5,FreqConditions_6,LengthConditions_1,LengthConditions_2,LengthConditions_3,LengthConditions_4,LengthConditions_5,LengthConditions_6
embedding_mental_SR_PP,8.49875026858792,7.79807924448342,8.21951817036978,6.41757698670098,7.79796121893392,NaN,6,7.5625,6.9375,7.75,7.1875,NaN
embedding_mental_SR_PS,7.63308740477301,7.36630914383463,9.29236933136917,6.38164840370015,8.60697985884811,NaN,6.73333333333333,7.93333333333333,6.73333333333333,7.46666666666667,6.8,NaN
embedding_mental_SR_SP,8.92653598039844,9.11850631055341,8.63685900064522,7.08752131197276,7.75455025242933,NaN,6.5625,6.125,6.5625,7.5,7.5625,NaN
embedding_mental_SR_SS,9.22054847146357,8.77430241692581,10.0122420836834,6.66635201799975,8.50911578231414,NaN,7.15384615384615,6.23076923076923,5.76923076923077,7.23076923076923,6.07692307692308,NaN
embedding_mental____PPP,7.62708635267853,7.25568584210803,7.67941172484834,7.41584847461601,5.81542940555949,9.07891455375524,6.61538461538461,8.07692307692308,6.92307692307692,7.23076923076923,8.15384615384615,6.38461538461539
embedding_mental____PPS,8.91342949624408,7.14726640135398,7.21020240939335,9.39304494752033,6.3854721146057,8.21019092895567,6.64705882352941,8.17647058823529,7.47058823529412,6.64705882352941,7.82352941176471,7.58823529411765
embedding_mental____PSP,7.72870795482901,7.86495764618876,9.69418100221693,8.46447945911415,6.51650939840466,9.16787933909279,7,7.5,6.08333333333333,5.75,6.91666666666667,6.33333333333333
embedding_mental____PSS,8.13019448461374,7.19938274600417,8.60800477228189,9.70359123154093,6.80526440184192,9.21555762440204,6.83333333333333,8.11111111111111,6.77777777777778,6.44444444444444,6.83333333333333,6.72222222222222
embedding_mental____SPP,10.3339096810829,9.11696451965921,8.43865689840994,7.85983901215984,6.2227722556433,8.72970844139478,5.66666666666667,6.06666666666667,6.66666666666667,6.53333333333333,8.06666666666667,6.66666666666667
embedding_mental____SPS,8.9867270948273,8.96220994971814,7.51480130410913,8.87901182012543,6.1053319075162,8.74284444132129,6.70588235294118,6.23529411764706,7.47058823529412,7.23529411764706,7.94117647058824,6.82352941176471
embedding_mental____SSP,9.82317063330287,8.50815630916934,8.75936158673813,7.99356060274204,6.59511323885289,8.1860871452275,6.4375,6.5,6.5,6.5625,7.125,7.375
embedding_mental____SSS,10.0101074429385,8.67952109875563,9.20751637071502,9.26046135836706,7.02778823291316,9.42387368016352,6.33333333333333,6.58333333333333,6.75,6.58333333333333,7.08333333333333,6.16666666666667
objrel_nounpp_______PPP,8.35933078205613,7.72547039405469,7.80615833642818,5.62389213087112,5.67896424015796,9.25697466831036,6.84848484848485,6.87878787878788,6.96969696969697,8.09090909090909,8.24242424242424,6.51515151515152
objrel_nounpp_______PPS,7.73374758816455,8.18066839465118,10.4786512176326,5.98900472722959,6.04319155340517,8.98266028027286,7.17241379310345,6.37931034482759,5.96551724137931,8.20689655172414,7.93103448275862,6.48275862068965
objrel_nounpp_______PSP,8.0937665238246,8.64058911796269,8.42396059124178,6.67855742526653,5.71149420727731,8.96726558992551,6.92857142857143,7.17857142857143,6.67857142857143,6.92857142857143,8.32142857142857,6.42857142857143
objrel_nounpp_______PSS,7.0396578661016,9.66328269220689,9.171406464698,6.90700725097972,5.9976960769424,8.76514467343688,7.3,6.6,7.36666666666667,7,7.63333333333333,7.2
objrel_nounpp_______SPP,8.960415241274,8.56415648711259,8.54055252047158,5.65257982418518,6.196619384253,9.71147142918567,7.16129032258065,6.70967741935484,6.87096774193548,8.09677419354839,7.2258064516129,6.38709677419355
objrel_nounpp_______SPS,9.09597928470367,8.33264652092081,9.36720191864621,6.26065751608707,6.73551626982735,9.07813312615638,6.94117647058824,6.23529411764706,6.5,8,7.44117647058824,5.91176470588235
objrel_nounpp_______SSP,9.2306414838179,9.72214295144687,8.0154139592614,7.01853477952323,6.90800609227385,9.31192210266595,6.78787878787879,6.45454545454545,6.96969696969697,6.75757575757576,6.81818181818182,6.3030303030303
objrel_nounpp_______SSS,9.57106929271177,9.71236936028794,9.07904349286485,7.21529735275419,6.37235873260731,9.19567906798819,6.86363636363636,6.77272727272727,6.81818181818182,6.63636363636364,7.45454545454545,6.72727272727273
objrel_that_________PP,8.03267051826045,8.21671111688706,6.63645651763163,5.69751553148046,9.2392925800444,NaN,6.48387096774194,7.19354838709677,8.19354838709677,8.32258064516129,6.45161290322581,NaN
objrel_that_________PS,7.35881348306909,9.79998809061559,6.79277834923818,6.13003265653091,9.1854343770839,NaN,7.16129032258065,6.54838709677419,6.96774193548387,8.29032258064516,6.19354838709677,NaN
objrel_that_________SP,9.41788117064934,8.59801475539749,6.2977313784437,7.13662746611957,8.35577983100708,NaN,6.75862068965517,6.6551724137931,7.82758620689655,6.82758620689655,6.96551724137931,NaN
objrel_that_________SS,9.39310953116146,8.85522524881869,7.13315096634864,6.8562707967618,8.99048378548052,NaN,6.96551724137931,7.44827586206897,6.82758620689655,7.27586206896552,6.37931034482759,NaN
