Sentence,Sentence_Type,condition,slide,Element_changed,Violation_Type
la_contadina dichiara che il_padre vicino ai_fratelli accoglie i_bambini,embedding_mental,SSP,0,NaN,acceptable
la_donna che l'_attore accanto ai_figli difendo ama le_contadine,objrel_nounpp,SSP,-7,V1,wrong_person
i_padri dichiarano che l'_amica vicino allo_studente accoglie le_sorelle,embedding_mental,PSS,0,NaN,acceptable
il_bambino dice che i_ragazzi dietro alla_madre bloccate gli_uomini,embedding_mental,SPS,-7,V2,wrong_person
le_attrici che le_madri davanti alle_donne fermare ignorano il_fratello,objrel_nounpp,PPP,-7,V1,infinitive
i_bambini ricordano che gli_uomini interrompono le_attrici,embedding_mental_SR,PP,0,NaN,acceptable
le_sorelle che i_figli amano ignorano gli_studenti,objrel_that,PP,0,NaN,acceptable
le_madri dichiarano che le_diatribe accanto alla_studentessa attraggono il_contadino,embedding_mental,PPS,-4,N2,abstract
il_figlio che gli_attori vicino alla_bambina guardano fermano le_studentesse,objrel_nounpp,SPS,8,V2,num_violation
l'_uomo che la_figlia davanti alle_sorelle conoscono osserva la_donna,objrel_nounpp,SSP,7,V1,num_violation
le_madri che le_amiche accanto alla_bambina indicano amano la_contadina,objrel_nounpp,PPS,0,NaN,acceptable
le_donne dichiarano che il_padre davanti alle_figlie indica le_ragazze,embedding_mental,PSP,0,NaN,acceptable
il_figlio che la_studentessa davanti alle_amiche accoglie interrompe il_contadino,objrel_nounpp,SSP,0,NaN,acceptable
la_contadina ricorda che le_ragazze davanti alle_donne difendono le_bambine,embedding_mental,SPP,0,NaN,acceptable
l'_amico che l'_uomo vicino al_figlio evita difendere il_bambino,objrel_nounpp,SSS,-8,V2,infinitive
il_figlio che il_contadino vicino ai_padri guarda incontra lo_studente,objrel_nounpp,SSP,0,NaN,acceptable
le_attrici che il_contadino dietro alla_bambina guarda amano le_amiche,objrel_nounpp,PSS,0,NaN,acceptable
la_ragazza che le_contadine davanti all'_uomo guardano evitano le_amiche,objrel_nounpp,SPS,8,V2,num_violation
le_figlie che gli_studenti vicino ai_contadini osservano ignora il_padre,objrel_nounpp,PPP,8,V2,num_violation
l'_amica dice che la_bambina dietro ai_contadini amano gli_attori,embedding_mental,SSP,7,V2,num_violation
