UniqueConditionAggragated,FreqConditions_1,FreqConditions_2,FreqConditions_3,FreqConditions_4,FreqConditions_5,FreqConditions_6,LengthConditions_1,LengthConditions_2,LengthConditions_3,LengthConditions_4,LengthConditions_5,LengthConditions_6
embedding_mental_SR_PP,8.1525120437373,6.70887272649303,8.24611499025136,6.32652560532325,9.34512282989215,NaN,7,8.6,6.93333333333333,7.2,6.53333333333333,NaN
embedding_mental_SR_PS,7.92506728056465,6.74995689679274,9.16881451113429,6.29203862579255,9.6248972116047,NaN,7,8.5,6.64285714285714,7.64285714285714,6.07142857142857,NaN
embedding_mental_SR_SP,8.38994510202636,9.11696451965921,8.41029478244655,6.05459782962991,9.79603806660805,NaN,7.2,6.06666666666667,6.66666666666667,8.33333333333333,6.33333333333333,NaN
embedding_mental_SR_SS,9.43750582907722,8.95099599820262,8.88709481590583,6.51825899999663,8.88449395245787,NaN,6.4375,6.1875,7.5625,7.125,6.5625,NaN
embedding_mental____PPP,7.65672807816157,7.50434694976423,8.37959860557719,8.30839398388518,6.51649141101944,8.98974197120726,7.0625,7.8125,6.5625,6.1875,7.625,6.5
embedding_mental____PPS,7.76696719749398,7.23385229571462,6.50101601519806,9.66732351523619,6.66019086742027,9.17047712076433,7.05263157894737,8.10526315789474,7.57894736842105,6.68421052631579,8.10526315789474,6.36842105263158
embedding_mental____PSP,8.30725790032159,6.98109739810965,9.19690841100859,8.37827230735472,6.15252002640904,9.14584601321599,6.5625,8.375,7,7.375,7,6.6875
embedding_mental____PSS,8.34557949262138,7.20580097974181,9.8662920193211,8.75717821579955,6.28365056345044,9.62652461847168,6.33333333333333,8.08333333333333,6.25,7.58333333333333,7.91666666666667,6.5
embedding_mental____SPP,9.64989639753865,9.24586972894327,7.69694079521892,7.89761125498503,6.00163468026518,8.15982451758144,6.30769230769231,5.69230769230769,7.61538461538461,6.46153846153846,7.53846153846154,7.15384615384615
embedding_mental____SPS,10.0343780062008,9.29564218616672,7.8677751761426,9.75566347168891,6.28777231169739,8.15670383761846,6.06666666666667,6,6.53333333333333,6.73333333333333,8.06666666666667,7.33333333333333
embedding_mental____SSP,9.53302923531875,8.9382868531517,9.30033957887093,7.60363624221388,6.54094697730943,9.4665510041365,7.4,6.13333333333333,6.6,6.4,7.06666666666667,6.46666666666667
embedding_mental____SSS,9.28737452463053,9.18342104208766,9.43450738864331,9.48127960017614,5.92137040132286,8.92666109279068,7.21428571428571,6.14285714285714,6.78571428571429,6,7.92857142857143,6.78571428571429
objrel_nounpp_______PPP,8.25637590932486,8.37892401783063,8.38598822942449,5.72625289950125,5.89312177237712,9.1734507416511,6.72413793103448,6.96551724137931,6.55172413793103,7.44827586206897,7.51724137931035,6.72413793103448
objrel_nounpp_______PPS,7.61617448967621,7.57793041782829,9.25104284212954,5.69380187411223,6.02141610616271,8.45664637013273,6.90909090909091,6.96969696969697,6.60606060606061,7.93939393939394,8.42424242424242,6.75757575757576
objrel_nounpp_______PSP,7.81773239439578,9.64476768453302,8.11423280636352,6.51021601776084,5.90666796017842,9.08168926931209,6.70588235294118,6.47058823529412,6.76470588235294,7.20588235294118,8.47058823529412,6.14705882352941
objrel_nounpp_______PSS,8.12241462350281,8.82884616705077,9.71719054183674,6.50571267126572,6.08465331986771,9.13637524474031,6.51612903225806,6.96774193548387,6.74193548387097,7.41935483870968,8.09677419354839,6.12903225806452
objrel_nounpp_______SPP,8.98081901977976,8.03598195843822,7.78065336023366,5.74798903809039,6.70452673621081,9.76505925795012,7.06896551724138,6.93103448275862,6.58620689655172,8.17241379310345,7.13793103448276,6.3448275862069
objrel_nounpp_______SPS,9.85662989001271,7.63015872749956,9.41397204206186,6.28165998332591,6.78633969886352,9.34316769774118,6.2962962962963,6.85185185185185,6.37037037037037,7.92592592592593,7.55555555555556,6.2962962962963
objrel_nounpp_______SSP,9.32988412428738,8.25292703957077,9.10767011317625,6.8310136770131,7.06003116710458,8.48984148145556,6.6,7,6.12,7,6.8,6.8
objrel_nounpp_______SSS,9.62091262410778,9.32245608677285,9.32993618595126,6.90862048667946,6.7306330035611,9.00148993423535,6.46875,6.65625,6.28125,6.5625,6.90625,6.40625
objrel_that_________PP,7.62518001802074,8.5594199130593,5.9887504488628,6.10824012161915,8.81184965149589,NaN,6.96875,6.5,8.375,8.03125,6.96875,NaN
objrel_that_________PS,8.03699274454581,9.53923846363294,6.71590055500515,5.80476804200135,8.83514758204556,NaN,6.96774193548387,6.67741935483871,7.54838709677419,8.2258064516129,6.41935483870968,NaN
objrel_that_________SP,9.98511122898542,7.95942845766915,6.36564711155985,7.34280873503134,8.71987757514846,NaN,6.26923076923077,6.69230769230769,7.53846153846154,6.30769230769231,7.15384615384615,NaN
objrel_that_________SS,9.22864234184652,9.46780300890895,7.08735351380322,7.23032048296889,8.37689242003512,NaN,6.80645161290323,6.87096774193548,6.80645161290323,6.83870967741935,6.64516129032258,NaN
