Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_that,i_padri che la_figlia ricorda donne il_bambino,masculine,plural,feminine,singular,NaN,NaN,2475,donne,ricordano,ignora,V2,ignorano,verb_noun,3552,PS,-5,NaN,NaN,1,padri,figlia,ricorda,donne,bambino,,9.33440101836558,6,objrel_that_________PS
objrel_nounpp,gli_amici che il_ragazzo dietro alle_donne ferma attraggono lo_studente,masculine,plural,masculine,singular,feminine,plural,2029,NaN,fermano,attrae,NaN,NaN,acceptable,2029,PSP,0,NaN,NaN,4,amici,ragazzo,donne,ferma,attraggono,studente,8.69697879864686,6.66666666666667,objrel_nounpp_______PSP
objrel_nounpp,gli_amici che il_figlio dietro ai_ragazzi bloccano attraggono il_contadino,masculine,plural,masculine,singular,masculine,plural,2899,bloccano,bloccano,attrae,V1,blocca,num_violation,1718,PSP,7,NaN,NaN,5,amici,figlio,ragazzi,bloccano,attraggono,contadino,8.04729706747887,7.5,objrel_nounpp_______PSP
objrel_nounpp,il_padre che la_contadina vicino all'_attore attrae difende le_sorelle,masculine,singular,feminine,singular,masculine,singular,237,NaN,attraggono,difendono,NaN,NaN,acceptable,237,SSS,0,NaN,NaN,5,padre,contadina,attore,attrae,difende,sorelle,7.08642470096864,6.66666666666667,objrel_nounpp_______SSS
objrel_that,il_figlio che gli_uomini attraggono evitano le_ragazze,masculine,singular,masculine,plural,NaN,NaN,3557,evitano,attrae,evitano,V2,evita,num_violation,3711,SP,5,NaN,NaN,2,figlio,uomini,attraggono,evitano,ragazze,,8.03561191502401,7.2,objrel_that_________SP
objrel_that,i_fratelli che gli_studenti bloccano osservano la_figlia,masculine,plural,masculine,plural,NaN,NaN,3349,NaN,blocca,osserva,NaN,NaN,acceptable,3349,PP,0,NaN,NaN,5,fratelli,studenti,bloccano,osservano,figlia,,7.39733535361799,7.8,objrel_that_________PP
objrel_nounpp,la_contadina che i_figli vicino alle_donne ama conosce gli_amici,feminine,singular,masculine,plural,feminine,plural,1533,ama,ama,conoscono,V1,amano,num_violation,516,SPP,7,NaN,NaN,3,contadina,figli,donne,ama,conosce,amici,8.80228480887206,5.66666666666667,objrel_nounpp_______SPP
embedding_mental,la_sorella ricorda che gli_amici accanto all'_attrice attrae la_studentessa,feminine,singular,masculine,plural,feminine,singular,1633,attrae,ricordano,attrae,V2,attraggono,num_violation,503,SPS,7,NaN,NaN,2,sorella,ricorda,amici,attrice,attrae,studentessa,8.1783929273807,7.16666666666667,embedding_mental____SPS
objrel_that,la_filosofia che il_padre blocca ferma l'_uomo,feminine,singular,masculine,singular,NaN,NaN,1924,filosofia,bloccano,fermano,N1,la ragazza,abstract,3385,SS,-1,NaN,NaN,4,filosofia,padre,blocca,ferma,uomo,,8.96893988839321,5.8,objrel_that_________SS
embedding_mental,i_padri dichiarano che le_studentesse davanti ai_figli indicare la_donna,masculine,plural,feminine,plural,masculine,plural,2193,indicare,dichiara,indica,V2,indicano,infinitive,3253,PPP,-7,NaN,NaN,3,padri,dichiarano,studentesse,figli,indicare,donna,7.38400019981519,7.33333333333333,embedding_mental____PPP
