UniqueConditionAggragated,FreqConditions_1,FreqConditions_2,FreqConditions_3,FreqConditions_4,FreqConditions_5,FreqConditions_6,LengthConditions_1,LengthConditions_2,LengthConditions_3,LengthConditions_4,LengthConditions_5,LengthConditions_6
embedding_mental_SR_PP,8.00407678708802,6.41807146790303,7.96379074276122,6.28937133300171,8.77520819126582,NaN,7.07692307692308,8.76923076923077,6.46153846153846,7.46153846153846,6.92307692307692,NaN
embedding_mental_SR_PS,6.55825295404114,7.08565094790039,8.75325979007718,6.65353101880571,8.10213463989769,NaN,7.21428571428571,8.21428571428571,7.64285714285714,7.14285714285714,6.78571428571429,NaN
embedding_mental_SR_SP,9.12766919618529,9.11696451965921,8.44861522349901,6.17868233142514,8.59113089975601,NaN,6.6,6.06666666666667,6.46666666666667,7.66666666666667,6.66666666666667,NaN
embedding_mental_SR_SS,9.05613391943624,9.40859346692827,9.49205740257133,6.64130293678191,8.64816888399454,NaN,6.72222222222222,5.72222222222222,7.16666666666667,6.61111111111111,6.66666666666667,NaN
embedding_mental____PPP,7.83064622878119,7.77892715377848,6.77465324704815,8.71241076315061,6.36281575117984,9.12902068454131,7,7.6,7.8,6.33333333333333,7.4,6.73333333333333
embedding_mental____PPS,8.31837079361961,6.6650071049689,8.32522922257731,9.67225845407046,6.40495992041534,9.25760864510575,6.61538461538461,8.53846153846154,6.76923076923077,6.76923076923077,7.69230769230769,6.38461538461539
embedding_mental____PSP,8.86398473700361,7.13689449740721,9.97396315938065,8.07338623885835,6.51532987797516,8.9771569948569,6.53333333333333,8.2,6.26666666666667,7.06666666666667,8.33333333333333,6.66666666666667
embedding_mental____PSS,8.78922282490582,7.00997944992901,8.94187310664242,9.22010892909244,7.44708370573458,9.31191997013239,6.75,8.25,6.375,6.6875,6.1875,5.8125
embedding_mental____SPP,9.59578257728448,8.19432467943676,8.01977996434163,7.65676661695339,6.45270085856282,8.72845794237348,6.55,7,7.1,6.9,7.5,6.65
embedding_mental____SPS,9.77116452760683,8.29443782639068,7.88200764976616,9.14880062777807,6.07614418298868,8.70438439230879,6.92857142857143,6.64285714285714,6.78571428571429,6.78571428571429,7.92857142857143,6.85714285714286
embedding_mental____SSP,9.64191198871419,8.56813587864792,9.37094883002156,7.59987177727083,6.85188208994196,9.26601983008375,6.15384615384615,6.30769230769231,7.30769230769231,7.30769230769231,7.46153846153846,6.23076923076923
embedding_mental____SSS,8.47636518785605,8.67731854033534,9.43383122988153,10.2254808687723,6.79632083024873,9.17213673755041,7.35714285714286,6.5,6.57142857142857,6,7.42857142857143,7
objrel_nounpp_______PPP,7.02522448681031,7.8112830829057,7.92190546837678,5.62225009417905,6.15427604487478,9.01677868728236,7.48387096774194,6.35483870967742,6.38709677419355,8.29032258064516,7.83870967741935,6.41935483870968
objrel_nounpp_______PPS,8.38321725475529,7.83478935347189,8.89323322611019,5.38482821101359,6.02083442829757,8.63798432919066,6.68,6.8,7.12,8.24,7.6,6.56
objrel_nounpp_______PSP,8.01590256869856,9.63826599069244,8.36790995284946,6.31480972301217,5.62222337411207,8.69796164564461,6.54838709677419,6.2258064516129,6.41935483870968,7.06451612903226,8.58064516129032,6.67741935483871
objrel_nounpp_______PSS,7.87505968838342,8.23810481061002,9.56925671795075,7.35293002291318,5.82028038845754,8.50702754584017,6.71875,7.21875,6.5625,6.875,8.40625,7.21875
objrel_nounpp_______SPP,9.30684690075749,7.8363716062163,8.63977294710005,5.69329618775999,6.34713288715469,8.75159117681482,6.93103448275862,6.82758620689655,6.72413793103448,8.27586206896552,6.93103448275862,6.93103448275862
objrel_nounpp_______SPS,10.0255283909603,7.8592613678023,8.52498987332683,6.04917676619291,6.91103097047959,9.61077964237631,6.2962962962963,6.55555555555556,7.03703703703704,8.33333333333333,6.59259259259259,6.51851851851852
objrel_nounpp_______SSP,9.98475192583596,9.44218615176649,8.34445205293081,7.0869937913992,6.66949749514831,8.93214544324964,6.48148148148148,6.51851851851852,6.85185185185185,6.59259259259259,6.85185185185185,6.40740740740741
objrel_nounpp_______SSS,9.25009561491479,8.84459363424906,9.63060889921903,6.5628173305985,6.77863656396435,8.96160511292446,6.84210526315789,7.42105263157895,6.78947368421053,7,6.68421052631579,6.57894736842105
objrel_that_________PP,7.83014335937578,8.22360241256291,5.65578424824112,6.22351457629519,9.1757639879606,NaN,7.26666666666667,6.63333333333333,8.7,8.33333333333333,6.2,NaN
objrel_that_________PS,7.12166060199723,9.51364635893198,6.68692456842737,6.27455829770272,9.33540394193968,NaN,7.03125,6.65625,7.125,7.96875,6.9375,NaN
objrel_that_________SP,9.32786934248537,7.65573539072257,5.742614887531,6.70936102412991,9.42123222486108,NaN,6.75,7.03571428571429,8.32142857142857,7.07142857142857,6,NaN
objrel_that_________SS,9.52070554433216,9.60500386932586,6.52642394860776,6.88829006405987,9.67645544465866,NaN,6.7,6.8,6.76666666666667,6.96666666666667,6.4,NaN
